MNXID	bigg	other
MNXR104498	R_SPODMx	R00275
MNXR104499	SPP	R00805
MNXR104499	SPP	R06211
MNXR104499	R_SPP	R00805
MNXR104499	R_SPP	R06211
MNXR104504	SPTc	R00585
MNXR104504	R_SPTc	R00585
MNXR104504	SPTix	R00585
MNXR104504	R_SPTix	R00585
MNXR104526	SQLC	R07322
MNXR104526	R_SQLC	R07322
MNXR104527	SQLC2	R07323
MNXR104527	R_SQLC2	R07323
MNXR104529	SQLS	R06223
MNXR104529	R_SQLS	R06223
MNXR104529	SQLSr	R06223
MNXR104529	R_SQLSr	R06223
MNXR104539	SS	R02872
MNXR104539	R_SS	R02872
MNXR104540	SSALx	R00713
MNXR104540	R_SSALx	R00713
MNXR104540	SSALxm	R00713
MNXR104540	R_SSALxm	R00713
MNXR104540	SSNOh	R00713
MNXR104540	R_SSNOh	R00713
MNXR104541	SSALy	R00714
MNXR104541	R_SSALy	R00714
MNXR104541	r0179	R00714
MNXR104541	R_r0179	R00714
MNXR104542	SSCOARy	R09280
MNXR104542	R_SSCOARy	R09280
MNXR104548	ST3GAL23g_cho	R05116
MNXR104548	ST3GAL23g_cho	R05949
MNXR104548	R_ST3GAL23g_cho	R05116
MNXR104548	R_ST3GAL23g_cho	R05949
MNXR104552	ST3GAL61g_cho	R04656
MNXR104552	ST3GAL61g_cho	R06026
MNXR104552	R_ST3GAL61g_cho	R04656
MNXR104552	R_ST3GAL61g_cho	R06026
MNXR104568	ST6GALNAC27_cho	R05954
MNXR104568	R_ST6GALNAC27_cho	R05954
MNXR104570	ST6GALNAC28_cho	R05955
MNXR104570	R_ST6GALNAC28_cho	R05955
MNXR104575	ST6GALNAC62_cho	R05951
MNXR104575	R_ST6GALNAC62_cho	R05951
MNXR104587	ST8SIA54g_cho	R05958
MNXR104587	R_ST8SIA54g_cho	R05958
MNXR104591	ST8SIA56g_cho	R06032
MNXR104591	R_ST8SIA56g_cho	R06032
MNXR104605	STS1	R03404
MNXR104605	R_STS1	R03404
MNXR104605	STS1r	R03404
MNXR104605	R_STS1r	R03404
MNXR104612	SUCBZL	R04030
MNXR104612	R_SUCBZL	R04030
MNXR104617	SUCCOAPET	R00407
MNXR104617	R_SUCCOAPET	R00407
MNXR104634	SUCHMSSELCYSL	R04946
MNXR104634	R_SUCHMSSELCYSL	R04946
MNXR104634	SUCHMSSELCYSLh	R04946
MNXR104634	R_SUCHMSSELCYSLh	R04946
MNXR104635	SUCLm	R00405
MNXR104635	R_SUCLm	R00405
MNXR104635	SUCOAS	R00405
MNXR104635	R_SUCOAS	R00405
MNXR104635	SUCOASm	R00405
MNXR104635	R_SUCOASm	R00405
MNXR104636	SUCOAACTr	R10343
MNXR104636	R_SUCOAACTr	R10343
MNXR104637	SUCOAS1m	R00432
MNXR104637	R_SUCOAS1m	R00432
MNXR104638	SUCR	R00801
MNXR104638	SUCR	R06087
MNXR104638	R_SUCR	R00801
MNXR104638	R_SUCR	R06087
MNXR104638	SUCRe	R00801
MNXR104638	SUCRe	R06087
MNXR104638	R_SUCRe	R00801
MNXR104638	R_SUCRe	R06087
MNXR104649	SULO	R00533
MNXR104649	R_SULO	R00533
MNXR104649	SULOm	R00533
MNXR104649	R_SULOm	R00533
MNXR104649	r0142	R00533
MNXR104649	R_r0142	R00533
MNXR104650	SULR	R00858
MNXR104650	R_SULR	R00858
MNXR104650	SULR_1	R00858
MNXR104650	R_SULR_1	R00858
MNXR104650	SULRi	R00858
MNXR104650	R_SULRi	R00858
MNXR104653	SULR_ferr	R00859
MNXR104653	R_SULR_ferr	R00859
MNXR104653	SULR_syn	R00859
MNXR104653	R_SULR_syn	R00859
MNXR104661	T4HCINNMFM	R08766
MNXR104661	R_T4HCINNMFM	R08766
MNXR104710	TAGURr	R02555
MNXR104710	R_TAGURr	R02555
MNXR104714	TAL	R00996
MNXR104714	R_TAL	R00996
MNXR104714	THRD_L	R00996
MNXR104714	R_THRD_L	R00996
MNXR104714	THRD_Lm	R00996
MNXR104714	R_THRD_Lm	R00996
MNXR104715	TALA	R01827
MNXR104715	R_TALA	R01827
MNXR104715	TAh	R01827
MNXR104715	R_TAh	R01827
MNXR104718	TARTD	R00339
MNXR104718	R_TARTD	R00339
MNXR104719	TARTDC	R01751
MNXR104719	R_TARTDC	R01751
MNXR104720	TARTRDH	R06180
MNXR104720	R_TARTRDH	R06180
MNXR104721	TARTRDH2	R02545
MNXR104721	R_TARTRDH2	R02545
MNXR104730	TAUDO	R05320
MNXR104730	R_TAUDO	R05320
MNXR104747	TCYD	R07503
MNXR104747	R_TCYD	R07503
MNXR104747	TOCOPHS2	R07503
MNXR104747	R_TOCOPHS2	R07503
MNXR104748	TCYG	R07502
MNXR104748	R_TCYG	R07502
MNXR104748	TOCOPHS1	R07502
MNXR104748	R_TOCOPHS1	R07502
MNXR104756	TDP	R00615
MNXR104756	R_TDP	R00615
MNXR104756	TDPm	R00615
MNXR104756	R_TDPm	R00615
MNXR104757	TDPADGAT	R10142
MNXR104757	R_TDPADGAT	R10142
MNXR104758	TDPAGTA	R04438
MNXR104758	R_TDPAGTA	R04438
MNXR104759	TDPDRE	R06514
MNXR104759	R_TDPDRE	R06514
MNXR104760	TDPDRR	R02777
MNXR104760	R_TDPDRR	R02777
MNXR104760	TDPDRRr	R02777
MNXR104760	R_TDPDRRr	R02777
MNXR104761	TDPGDH	R06513
MNXR104761	R_TDPGDH	R06513
MNXR104762	TDSK	R04657
MNXR104762	R_TDSK	R04657
MNXR104766	TDSRh	R02016
MNXR104766	R_TDSRh	R02016
MNXR104766	TRDR	R02016
MNXR104766	R_TRDR	R02016
MNXR104766	TRDRm	R02016
MNXR104766	R_TRDRm	R02016
MNXR104797	TFENFEOR	R04123
MNXR104797	R_TFENFEOR	R04123
MNXR104798	TGBPA	R01069
MNXR104798	R_TGBPA	R01069
MNXR104799	TGUAPRT	R08245
MNXR104799	R_TGUAPRT	R08245
MNXR104806	THDPS	R04365
MNXR104806	R_THDPS	R04365
MNXR104809	THFOR1	R00937
MNXR104809	R_THFOR1	R00937
MNXR104810	THFOR2	R00940
MNXR104810	R_THFOR2	R00940
MNXR104825	THMTP	R00618
MNXR104825	R_THMTP	R00618
MNXR104833	THRA	R00751
MNXR104833	R_THRA	R00751
MNXR104833	THRA_1	R00751
MNXR104833	R_THRA_1	R00751
MNXR104833	THRAi	R00751
MNXR104833	R_THRAi	R00751
MNXR104834	THRA2i	R06171
MNXR104834	R_THRA2i	R06171
MNXR104843	THRPD	R06530
MNXR104843	R_THRPD	R06530
MNXR104843	THRPDC	R06530
MNXR104843	R_THRPDC	R06530
MNXR104846	THRS	R01466
MNXR104846	R_THRS	R01466
MNXR104846	THRS_1	R01466
MNXR104846	R_THRS_1	R01466
MNXR104848	THRTRS	R03663
MNXR104848	R_THRTRS	R03663
MNXR104848	THRTRSm	R03663
MNXR104848	R_THRTRSm	R03663
MNXR104869	TKT2	R01830
MNXR104869	R_TKT2	R01830
MNXR104869	TKT2h	R01830
MNXR104869	R_TKT2h	R01830
MNXR104877	TMAMT	R09124
MNXR104877	R_TMAMT	R09124
MNXR104885	TMDK1	R01567
MNXR104885	R_TMDK1	R01567
MNXR104885	TMDK1m	R01567
MNXR104885	R_TMDK1m	R01567
MNXR104887	TMDPP	R01570
MNXR104887	R_TMDPP	R01570
MNXR104888	TMDPPK	R00616
MNXR104888	R_TMDPPK	R00616
MNXR104889	TMDS	R02101
MNXR104889	R_TMDS	R02101
MNXR104890	TMDS3	R06613
MNXR104890	R_TMDS3	R06613
MNXR104907	TMPK	R00617
MNXR104907	R_TMPK	R00617
MNXR104908	TMPPP	R03223
MNXR104908	R_TMPPP	R03223
MNXR104911	TMTD	R07504
MNXR104911	R_TMTD	R07504
MNXR104911	TOCOPHOM2	R07504
MNXR104911	R_TOCOPHOM2	R07504
MNXR104912	TMTG	R07236
MNXR104912	R_TMTG	R07236
MNXR104912	TOCOPHOM1	R07236
MNXR104912	R_TOCOPHOM1	R07236
MNXR104918	TPI	R01015
MNXR104918	R_TPI	R01015
MNXR104918	TPIh	R01015
MNXR104918	R_TPIh	R01015
MNXR104920	TPRDCOAS	R09675
MNXR104920	R_TPRDCOAS	R09675
MNXR104925	TRE6PH	R00837
MNXR104925	TRE6PH	R06113
MNXR104925	R_TRE6PH	R00837
MNXR104925	R_TRE6PH	R06113
MNXR104926	TRE6PP	R02778
MNXR104926	TRE6PP	R06228
MNXR104926	R_TRE6PP	R02778
MNXR104926	R_TRE6PP	R06228
MNXR104928	TRESULT	R10971
MNXR104928	R_TRESULT	R10971
MNXR104929	TRETINOLPMTACT	R02367
MNXR104929	R_TRETINOLPMTACT	R02367
MNXR104940	TRIOK	R01059
MNXR104940	R_TRIOK	R01059
MNXR104941	TRPAS2	R00673
MNXR104941	R_TRPAS2	R00673
MNXR104944	TRPO2	R00678
MNXR104944	R_TRPO2	R00678
MNXR104945	TRPOX	R00677
MNXR104945	R_TRPOX	R00677
MNXR104946	TRPS2	R00674
MNXR104946	R_TRPS2	R00674
MNXR104946	TRPS2h	R00674
MNXR104946	R_TRPS2h	R00674
MNXR104947	TRPTA	R00684
MNXR104947	R_TRPTA	R00684
MNXR104948	TRPTRS	R03664
MNXR104948	R_TRPTRS	R03664
MNXR104948	TRPTRSm	R03664
MNXR104948	R_TRPTRSm	R03664
MNXR104952	TRYPTAOX	R02173
MNXR104952	R_TRYPTAOX	R02173
MNXR104963	TSULR3e	R01875
MNXR104963	R_TSULR3e	R01875
MNXR104990	TYRCBOX	R00736
MNXR104990	R_TYRCBOX	R00736
MNXR104995	TYROX	R00729
MNXR104995	R_TYROX	R00729
MNXR104996	TYROXDAc	R02382
MNXR104996	R_TYROXDAc	R02382
MNXR104996	TYROXDApp	R02382
MNXR104996	R_TYROXDApp	R02382
MNXR105000	TYRTA	R00734
MNXR105000	R_TYRTA	R00734
MNXR105000	TYRTAh	R00734
MNXR105000	R_TYRTAh	R00734
MNXR105000	TYRTAi	R00734
MNXR105000	R_TYRTAi	R00734
MNXR105000	TYRTAim	R00734
MNXR105000	R_TYRTAim	R00734
MNXR105000	TYRTAip	R00734
MNXR105000	R_TYRTAip	R00734
MNXR105000	TYRTAm	R00734
MNXR105000	R_TYRTAm	R00734
MNXR105000	TYRTAp	R00734
MNXR105000	R_TYRTAp	R00734
MNXR105001	TYRTRS	R02918
MNXR105001	R_TYRTRS	R02918
MNXR105001	TYRTRSm	R02918
MNXR105001	R_TYRTRSm	R02918
MNXR105007	U23GAAT	R04550
MNXR105007	R_U23GAAT	R04550
MNXR105015	UAAGLS2	R02786
MNXR105015	R_UAAGLS2	R02786
MNXR105025	UAG2EMA	R00414
MNXR105025	R_UAG2EMA	R00414
MNXR105025	r0113	R00414
MNXR105025	R_r0113	R00414
MNXR105027	UAG4E	R00418
MNXR105027	R_UAG4E	R00418
MNXR105027	UAG4Ei	R00418
MNXR105027	R_UAG4Ei	R00418
MNXR105028	UAGAAT	R04567
MNXR105028	R_UAGAAT	R04567
MNXR105031	UAGALDP	R10183
MNXR105031	R_UAGALDP	R10183
MNXR105032	UAGCVT	R00660
MNXR105032	R_UAGCVT	R00660
MNXR105036	UAGPT2	R05662
MNXR105036	UAGPT2	R06173
MNXR105036	R_UAGPT2	R05662
MNXR105036	R_UAGPT2	R06173
MNXR105038	UAMAGS	R02783
MNXR105038	R_UAMAGS	R02783
MNXR105058	UDPGALM	R00505
MNXR105058	R_UDPGALM	R00505
MNXR105059	UDPGALOR	R00501
MNXR105059	R_UDPGALOR	R00501
MNXR105064	UDPGDC	R07658
MNXR105064	R_UDPGDC	R07658
MNXR105068	UDPGLDC	R01384
MNXR105068	R_UDPGLDC	R01384
MNXR105068	UDPGLDCg	R01384
MNXR105068	R_UDPGLDCg	R01384
MNXR105069	UDPGNP	R08615
MNXR105069	R_UDPGNP	R08615
MNXR105074	UDPKAAT	R07659
MNXR105074	R_UDPKAAT	R07659
MNXR105080	UGALGTg	R00503
MNXR105080	UGALGTg	R06067
MNXR105080	R_UGALGTg	R00503
MNXR105080	R_UGALGTg	R06067
MNXR105084	UGE	R01385
MNXR105084	R_UGE	R01385
MNXR105091	UGLYCH	R00469
MNXR105091	R_UGLYCH	R00469
MNXR105110	UHGADA	R04587
MNXR105110	R_UHGADA	R04587
MNXR105113	ULA4NFT	R07660
MNXR105113	R_ULA4NFT	R07660
MNXR105118	UMPK	R00158
MNXR105118	R_UMPK	R00158
MNXR105118	UMPKm	R00158
MNXR105118	R_UMPKm	R00158
MNXR105118	UMPKn	R00158
MNXR105118	R_UMPKn	R00158
MNXR105136	UPP1S	R03166
MNXR105136	R_UPP1S	R03166
MNXR105137	UPP3MT	R03194
MNXR105137	R_UPP3MT	R03194
MNXR105137	UPP3MT_1	R03194
MNXR105137	R_UPP3MT_1	R03194
MNXR105137	UPP3MT_2	R03194
MNXR105137	R_UPP3MT_2	R03194
MNXR105139	UPP3S	R03165
MNXR105139	R_UPP3S	R03165
MNXR105139	UPP3S_1	R03165
MNXR105139	R_UPP3S_1	R03165
MNXR105140	UPPDC1	R03197
MNXR105140	R_UPPDC1	R03197
MNXR105140	UPPDC1_1	R03197
MNXR105140	R_UPPDC1_1	R03197
MNXR105141	UPPDC2	R04972
MNXR105141	R_UPPDC2	R04972
MNXR105141	UPPDC2_1	R04972
MNXR105141	R_UPPDC2_1	R04972
MNXR105142	UPPRT	R00966
MNXR105142	R_UPPRT	R00966
MNXR105142	UPRT	R00966
MNXR105142	R_UPRT	R00966
MNXR105143	URACPAH	R09947
MNXR105143	R_URACPAH	R09947
MNXR105144	URAOX	R02106
MNXR105144	R_URAOX	R02106
MNXR105144	URO	R02106
MNXR105144	R_URO	R02106
MNXR105149	URCB	R00774
MNXR105149	R_URCB	R00774
MNXR105149	URCBm	R00774
MNXR105149	R_URCBm	R00774
MNXR105149	UREASE	R00774
MNXR105149	R_UREASE	R00774
MNXR105150	URCN	R02914
MNXR105150	R_URCN	R02914
MNXR105150	URCN_1	R02914
MNXR105150	R_URCN_1	R02914
MNXR105150	UROCANH	R02914
MNXR105150	R_UROCANH	R02914
MNXR105152	URDGLYCD	R02935
MNXR105152	R_URDGLYCD	R02935
MNXR105153	UREA	R00131
MNXR105153	R_UREA	R00131
MNXR105158	URFGTT	R04990
MNXR105158	R_URFGTT	R04990
MNXR105160	URIDK2m	R02098
MNXR105160	R_URIDK2m	R02098
MNXR105160	URIDK2r	R02098
MNXR105160	R_URIDK2r	R02098
MNXR105160	URIDK2rn	R02098
MNXR105160	R_URIDK2rn	R02098
MNXR105161	URIH	R01080
MNXR105161	R_URIH	R01080
MNXR105162	URIK1	R00964
MNXR105162	R_URIK1	R00964
MNXR105163	URIK2	R00968
MNXR105163	R_URIK2	R00968
MNXR105164	URIK3	R00970
MNXR105164	R_URIK3	R00970
MNXR105170	USHD	R04549
MNXR105170	R_USHD	R04549
MNXR105173	UTCY	R00516
MNXR105173	R_UTCY	R00516
MNXR105177	UTUP	R00967
MNXR105177	R_UTUP	R00967
MNXR105181	VACOAI	R03031
MNXR105181	R_VACOAI	R03031
MNXR105183	VALDHr	R01434
MNXR105183	R_VALDHr	R01434
MNXR105186	VALTLh	R03665
MNXR105186	R_VALTLh	R03665
MNXR105186	VALTRS	R03665
MNXR105186	R_VALTRS	R03665
MNXR105186	VALTRSm	R03665
MNXR105186	R_VALTRSm	R03665
MNXR105208	VNDH	R05699
MNXR105208	R_VNDH	R05699
MNXR105209	VNDH_2	R01293
MNXR105209	R_VNDH_2	R01293
MNXR105212	VNTDM	R05274
MNXR105212	R_VNTDM	R05274
MNXR105217	VPAMTr	R01215
MNXR105217	R_VPAMTr	R01215
MNXR105224	X5PL3E	R03244
MNXR105224	R_X5PL3E	R03244
MNXR105225	XAND	R02103
MNXR105225	R_XAND	R02103
MNXR105225	XANDp	R02103
MNXR105225	R_XANDp	R02103
MNXR105228	XAO	R02107
MNXR105228	R_XAO	R02107
MNXR105228	XAOx	R02107
MNXR105228	R_XAOx	R02107
MNXR105229	XAO2	R01769
MNXR105229	R_XAO2	R01769
MNXR105229	XAO2x	R01769
MNXR105229	R_XAO2x	R01769
MNXR105243	XPPT	R02142
MNXR105243	R_XPPT	R02142
MNXR105245	XTSNH	R02143
MNXR105245	R_XTSNH	R02143
MNXR105253	XYLI1	R01432
MNXR105253	R_XYLI1	R01432
MNXR105254	XYLI2	R00307
MNXR105254	R_XYLI2	R00307
MNXR105254	XYLI2i	R00307
MNXR105254	R_XYLI2i	R00307
MNXR105255	XYLK	R01639
MNXR105255	R_XYLK	R01639
MNXR105257	XYLOR	R01430
MNXR105257	R_XYLOR	R01430
MNXR105261	XYLR	R01431
MNXR105261	R_XYLR	R01431
MNXR105261	XYLR_cho	R01431
MNXR105261	R_XYLR_cho	R01431
MNXR105262	XYLTD_D	R01896
MNXR105262	R_XYLTD_D	R01896
MNXR105284	ZYMSTR	R07498
MNXR105284	R_ZYMSTR	R07498
MNXR105284	r1380	R07498
MNXR105284	R_r1380	R07498
MNXR105304	r0068	R00236
MNXR105304	R_r0068	R00236
MNXR105305	r0082	R00268
MNXR105305	R_r0082	R00268
MNXR105305	r0083	R00268
MNXR105305	R_r0083	R00268
MNXR105305	r0084	R00268
MNXR105305	R_r0084	R00268
MNXR105306	r0085	R00269
MNXR105306	R_r0085	R00269
MNXR105306	r0086	R00269
MNXR105306	R_r0086	R00269
MNXR105307	r0097	R00316
MNXR105307	R_r0097	R00316
MNXR105309	r0156	R00576
MNXR105309	R_r0156	R00576
MNXR105309	r0157	R00576
MNXR105309	R_r0157	R00576
MNXR105310	r0163	R00621
MNXR105310	R_r0163	R00621
MNXR105311	r0186	R00748
MNXR105311	R_r0186	R00748
MNXR105323	r0330	R01414
MNXR105323	R_r0330	R01414
MNXR105323	r0331	R01414
MNXR105323	R_r0331	R01414
MNXR105324	r0354	R00725
MNXR105324	R_r0354	R00725
MNXR105325	r0355	R01139
MNXR105325	R_r0355	R01139
MNXR105328	r0360	R01327
MNXR105328	R_r0360	R01327
MNXR105329	r0361	R01330
MNXR105329	R_r0361	R01330
MNXR105330	r0363	R01964
MNXR105330	R_r0363	R01964
MNXR105331	r0364	R01965
MNXR105331	R_r0364	R01965
MNXR105340	r0422	R01899
MNXR105340	R_r0422	R01899
MNXR105340	r0423	R01899
MNXR105340	R_r0423	R01899
MNXR105340	r0424	R01899
MNXR105340	R_r0424	R01899
MNXR105345	r0480	R02037
MNXR105345	R_r0480	R02037
MNXR105347	r0525	R02313
MNXR105347	R_r0525	R02313
MNXR105348	r0558	R02655
MNXR105348	R_r0558	R02655
MNXR105349	r0559	R02657
MNXR105349	R_r0559	R02657
MNXR105351	r0571	R02764
MNXR105351	R_r0571	R02764
MNXR105361	r0648	R03970
MNXR105361	R_r0648	R03970
MNXR105363	r0650	R08743
MNXR105363	R_r0650	R08743
MNXR105363	r0651	R08743
MNXR105363	R_r0651	R08743
MNXR105368	r0686	R04445
MNXR105368	R_r0686	R04445
MNXR105370	r0708	R04639
MNXR105370	R_r0708	R04639
MNXR105383	r0777	R05048
MNXR105383	R_r0777	R05048
MNXR105385	r0788	R06868
MNXR105385	R_r0788	R06868
MNXR105386	r0789	R06869
MNXR105386	R_r0789	R06869
MNXR105466	r1384	R02145
MNXR105466	R_r1384	R02145
MNXR106461	G1Dx	R00300
MNXR106461	R_G1Dx	R00300
MNXR106554	ASPNATm	R00487
MNXR106554	R_ASPNATm	R00487
MNXR106555	NACASPAH	R00488
MNXR106555	R_NACASPAH	R00488
MNXR106722	TSULe	R00864
MNXR106722	R_TSULe	R00864
MNXR107009	CHOLESTle	R01462
MNXR107009	R_CHOLESTle	R01462
MNXR107112	DPGM	R01662
MNXR107112	R_DPGM	R01662
MNXR107370	LPCOXc	R02204
MNXR107370	R_LPCOXc	R02204
MNXR107370	LPCOXp	R02204
MNXR107370	R_LPCOXp	R02204
MNXR107438	AADSACYCL	R02317
MNXR107438	R_AADSACYCL	R02317
MNXR107651	2PGK	R02664
MNXR107651	R_2PGK	R02664
MNXR107741	THYPX	R02810
MNXR107741	R_THYPX	R02810
MNXR108083	CDPGS	R03298
MNXR108083	R_CDPGS	R03298
MNXR108605	SUCBZS	R04031
MNXR108605	R_SUCBZS	R04031
MNXR108966	ADSL2r	R04559
MNXR108966	R_ADSL2r	R04559
MNXR108987	PRAISh	R04591
MNXR108987	R_PRAISh	R04591
MNXR108987	PRASCSi	R04591
MNXR108987	R_PRASCSi	R04591
MNXR109319	CYTP450R	R05102
MNXR109319	R_CYTP450R	R05102
MNXR109319	CYTP450Rh	R05102
MNXR109319	R_CYTP450Rh	R05102
MNXR109355	PC6YM	R05149
MNXR109355	R_PC6YM	R05149
MNXR110040	MAOX	R06154
MNXR110040	R_MAOX	R06154
MNXR111742	SHCHCS3	R08166
MNXR111742	R_SHCHCS3	R08166
MNXR111898	DMCITALOR	R08347
MNXR111898	R_DMCITALOR	R08347
MNXR113388	DMAMT	R09999
MNXR113388	R_DMAMT	R09999
MNXR113779	SULFDH	R10438
MNXR113779	R_SULFDH	R10438
MNXR116004	GULOer	R10053
MNXR116004	R_GULOer	R10053
MNXR116004	R03184_PLUS_R00647	R10053
MNXR116004	R_R03184_PLUS_R00647	R10053
MNXR123451	DVOCHR	R06896
MNXR123451	R_DVOCHR	R06896
MNXR124085	UA4E	R01473
MNXR124085	R_UA4E	R01473
MNXR125603	DHNPA2r	R03504
MNXR125603	R_DHNPA2r	R03504
MNXR125761	PPYRDC	R01377
MNXR125761	R_PPYRDC	R01377
MNXR125830	MDRPD	R07392
MNXR125830	R_MDRPD	R07392
MNXR125982	23DK5MPPISO	R07393
MNXR125982	R_23DK5MPPISO	R07393
MNXR125982	ACRS	R07393
MNXR125982	R_ACRS	R07393
MNXR125982	DM1PE	R07393
MNXR125982	R_DM1PE	R07393
MNXR126086	PPNDH	R01373
MNXR126086	R_PPNDH	R01373
MNXR126089	ENOPH	R07395
MNXR126089	R_ENOPH	R07395
MNXR126234	PHETA1	R00694
MNXR126234	R_PHETA1	R00694
MNXR126234	PHETA1m	R00694
MNXR126234	R_PHETA1m	R00694
MNXR126234	POAT	R00694
MNXR126234	R_POAT	R00694
MNXR126234	POATh	R00694
MNXR126234	R_POATh	R00694
MNXR126234	POATm	R00694
MNXR126234	R_POATm	R00694
MNXR126238	DNMPPA	R04621
MNXR126238	R_DNMPPA	R04621
MNXR126511	PPOR	R01372
MNXR126511	R_PPOR	R01372
MNXR126540	4OT	R03966
MNXR126540	R_4OT	R03966
MNXR126712	HMSD	R02762
MNXR126712	R_HMSD	R02762
MNXR137940	2INSD	R02782
MNXR137940	2INSD	R05659
MNXR137940	R_2INSD	R02782
MNXR137940	R_2INSD	R05659
MNXR137942	34HPPYRI	R03342
MNXR137942	R_34HPPYRI	R03342
MNXR137947	4HOXPACMON	R02698
MNXR137947	R_4HOXPACMON	R02698
MNXR137953	4OD2	R05374
MNXR137953	R_4OD2	R05374
MNXR137988	ABTD	R01903
MNXR137988	R_ABTD	R01903
MNXR138038	ALCD24xi	R05685
MNXR138038	R_ALCD24xi	R05685
MNXR138038	ALCD24xim	R05685
MNXR138038	R_ALCD24xim	R05685
MNXR138039	ALCD24yi	R05686
MNXR138039	R_ALCD24yi	R05686
MNXR138045	ALTRH	R01540
MNXR138045	R_ALTRH	R01540
MNXR138052	ANXANASCOR	R07179
MNXR138052	R_ANXANASCOR	R07179
MNXR138059	ARGSL	R01086
MNXR138059	R_ARGSL	R01086
MNXR138060	ARGSS	R01954
MNXR138060	R_ARGSS	R01954
MNXR138060	ARGSS_1	R01954
MNXR138060	R_ARGSS_1	R01954
MNXR138065	ASCBOR	R00068
MNXR138065	R_ASCBOR	R00068
MNXR138067	ASCBPL	R07677
MNXR138067	R_ASCBPL	R07677
MNXR138164	CCP	R00017
MNXR138164	R_CCP	R00017
MNXR138167	CHLADMT	R08584
MNXR138167	R_CHLADMT	R08584
MNXR138178	CLS_cho	R02030
MNXR138178	R_CLS_cho	R02030
MNXR138179	COCHL	R05227
MNXR138179	R_COCHL	R05227
MNXR138187	CYANST	R01931
MNXR138187	R_CYANST	R01931
MNXR138187	CYANSTm	R01931
MNXR138187	R_CYANSTm	R01931
MNXR138187	CYANSTpp	R01931
MNXR138187	R_CYANSTpp	R01931
MNXR138188	CYNTAH	R10079
MNXR138188	R_CYNTAH	R10079
MNXR138209	DDGLK	R01541
MNXR138209	R_DDGLK	R01541
MNXR138227	DGULND	R01905
MNXR138227	R_DGULND	R01905
MNXR138233	DHEDAA	R01647
MNXR138233	R_DHEDAA	R01647
MNXR138251	DOPABMO	R02535
MNXR138251	R_DOPABMO	R02535
MNXR138263	ECOAH12	R04224
MNXR138263	R_ECOAH12	R04224
MNXR138263	ECOAH12m	R04224
MNXR138263	R_ECOAH12m	R04224
MNXR138263	ECOAH2c	R04224
MNXR138263	R_ECOAH2c	R04224
MNXR138481	GLPT	R03992
MNXR138481	R_GLPT	R03992
MNXR138490	GTHDH	R01108
MNXR138490	R_GTHDH	R01108
MNXR138490	GTHDHu	R01108
MNXR138490	R_GTHDHu	R01108
MNXR138510	HEMELh	R02480
MNXR138510	R_HEMELh	R02480
MNXR138510	HEMELm	R02480
MNXR138510	R_HEMELm	R02480
MNXR138516	HIBH	R05064
MNXR138516	R_HIBH	R05064
MNXR138520	HMSH2	R05865
MNXR138520	R_HMSH2	R05865
MNXR138522	HOLYSK	R03378
MNXR138522	R_HOLYSK	R03378
MNXR138561	LYXI	R01906
MNXR138561	R_LYXI	R01906
MNXR138585	MCPST	R03106
MNXR138585	R_MCPST	R03106
MNXR138594	METSOXR2	R07608
MNXR138594	R_METSOXR2	R07608
MNXR138624	MNNH	R05606
MNXR138624	R_MNNH	R05606
MNXR138673	OP4ENH2	R05864
MNXR138673	R_OP4ENH2	R05864
MNXR138674	OPAH	R00251
MNXR138674	R_OPAH	R00251
MNXR138686	PC11M	R05181
MNXR138686	R_PC11M	R05181
MNXR138687	PC17M	R05180
MNXR138687	R_PC17M	R05180
MNXR138688	PC6AR	R05150
MNXR138688	R_PC6AR	R05150
MNXR138689	PC8XM	R05177
MNXR138689	R_PC8XM	R05177
MNXR138834	SPR	R08208
MNXR138834	R_SPR	R08208
MNXR138834	SPRn	R08208
MNXR138834	R_SPRn	R08208
MNXR138919	VIOXANOR	R07178
MNXR138919	R_VIOXANOR	R07178
MNXR138925	XYLK2	R01901
MNXR138925	R_XYLK2	R01901
MNXR138929	XYLUR	R01904
MNXR138929	R_XYLUR	R01904
MNXR138935	r0120	R00428
MNXR138935	R_r0120	R00428
MNXR138942	r0402	R01813
MNXR138942	R_r0402	R01813
MNXR138943	r0673	R04285
MNXR138943	R_r0673	R04285
MNXR138945	r0775	R05046
MNXR138945	R_r0775	R05046
MNXR138947	r0784	R05831
MNXR138947	R_r0784	R05831
MNXR139020	2HBO	R01000
MNXR139020	R_2HBO	R01000
MNXR139020	LDH2	R01000
MNXR139020	R_LDH2	R01000
MNXR139137	r0568	R02743
MNXR139137	R_r0568	R02743
MNXR139295	AKP1	R04620
MNXR139295	R_AKP1	R04620
MNXR139295	AKP1_1	R04620
MNXR139295	R_AKP1_1	R04620
MNXR139295	r0707	R04620
MNXR139295	R_r0707	R04620
MNXR139325	UAGPT3	R05032
MNXR139325	UAGPT3	R06174
MNXR139325	R_UAGPT3	R05032
MNXR139325	R_UAGPT3	R06174
MNXR139387	S7PI	R05645
MNXR139387	S7PI	R09768
MNXR139387	R_S7PI	R05645
MNXR139387	R_S7PI	R09768
MNXR139952	F1PGT	R01951
MNXR139952	R_F1PGT	R01951
MNXR140043	DHFS	R02237
MNXR140043	R_DHFS	R02237
MNXR140043	DHFS_1	R02237
MNXR140043	R_DHFS_1	R02237
MNXR140085	DHPS2	R03067
