MNXID	bigg	other
MNXR94994	R_ABUTt2r	TRANS-RXN-57
MNXR94994	ABUTt2rL	TRANS-RXN-57
MNXR94994	R_ABUTt2rL	TRANS-RXN-57
MNXR94997	4C2HM6SADH	CHMS-DEHYDROGENASE-RXN
MNXR94997	R_4C2HM6SADH	CHMS-DEHYDROGENASE-RXN
MNXR94997	CMCMSAD	CHMS-DEHYDROGENASE-RXN
MNXR94997	R_CMCMSAD	CHMS-DEHYDROGENASE-RXN
MNXR94998	4CMCOAS	4-COUMARATE--COA-LIGASE-RXN
MNXR94998	R_4CMCOAS	4-COUMARATE--COA-LIGASE-RXN
MNXR94998	COUCOAFm	4-COUMARATE--COA-LIGASE-RXN
MNXR94998	R_COUCOAFm	4-COUMARATE--COA-LIGASE-RXN
MNXR95007	4HBAtex	TRANS-RXN0-274
MNXR95007	R_4HBAtex	TRANS-RXN0-274
MNXR95007	DM_4hba_c	TRANS-RXN0-274
MNXR95007	R_DM_4hba_c	TRANS-RXN0-274
MNXR95007	EX_4hba_e	TRANS-RXN0-274
MNXR95007	R_EX_4hba_e	TRANS-RXN0-274
MNXR95009	4HBHYOX	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
MNXR95009	R_4HBHYOX	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
MNXR95010	4HBZCOAFm	RXN3O-1120
MNXR95010	R_4HBZCOAFm	RXN3O-1120
MNXR95011	4HBZFm	3.1.2.23-RXN
MNXR95011	R_4HBZFm	3.1.2.23-RXN
MNXR95015	4HGLSD	RXN-14472
MNXR95015	R_4HGLSD	RXN-14472
MNXR95015	4HGLSDm	RXN-14472
MNXR95015	R_4HGLSDm	RXN-14472
MNXR95023	4HTHRK	RXN0-6564
MNXR95023	R_4HTHRK	RXN0-6564
MNXR95024	4HTHRS	RXN-14125
MNXR95024	R_4HTHRS	RXN-14125
MNXR95030	4MBZALDH	RXN-8581
MNXR95030	R_4MBZALDH	RXN-8581
MNXR95031	4MBZDH	RXN-8582
MNXR95031	R_4MBZDH	RXN-8582
MNXR95065	5DGLCNR	RXN-14367
MNXR95065	R_5DGLCNR	RXN-14367
MNXR95066	5DGLCNt2rpp	TRANS-RXN0-228
MNXR95066	R_5DGLCNt2rpp	TRANS-RXN0-228
MNXR95069	5DOAN	RXN0-6550
MNXR95069	R_5DOAN	RXN0-6550
MNXR95082	5HOXINOXDA	RXN-10778
MNXR95082	R_5HOXINOXDA	RXN-10778
MNXR95091	5MTRtex	TRANS-RXN0-461
MNXR95091	R_5MTRtex	TRANS-RXN0-461
MNXR95091	EX_5mtr_e	TRANS-RXN0-461
MNXR95091	R_EX_5mtr_e	TRANS-RXN0-461
MNXR95095	6CTDS	RXN0-5507
MNXR95095	R_6CTDS	RXN0-5507
MNXR95095	CPH4S	RXN0-5507
MNXR95095	R_CPH4S	RXN0-5507
MNXR95097	6HNACMO	RXN-7573
MNXR95097	R_6HNACMO	RXN-7573
MNXR95111	7MHTS	R226-RXN
MNXR95111	R_7MHTS	R226-RXN
MNXR95132	A5PISO	DARAB5PISOM-RXN
MNXR95132	R_A5PISO	DARAB5PISOM-RXN
MNXR95134	AABTN	RXN-36
MNXR95134	R_AABTN	RXN-36
MNXR95136	AACOAT	ACETOACETATE--COA-LIGASE-RXN
MNXR95136	R_AACOAT	ACETOACETATE--COA-LIGASE-RXN
MNXR95136	r0321	ACETOACETATE--COA-LIGASE-RXN
MNXR95136	R_r0321	ACETOACETATE--COA-LIGASE-RXN
MNXR95149	AACTOOR	AMACETOXID-RXN
MNXR95149	R_AACTOOR	AMACETOXID-RXN
MNXR95149	AMO	AMACETOXID-RXN
MNXR95149	R_AMO	AMACETOXID-RXN
MNXR95151	AADDGT	FUC4NACTRANS-RXN
MNXR95151	R_AADDGT	FUC4NACTRANS-RXN
MNXR95156	AASAD1	RXN-16756
MNXR95156	R_AASAD1	RXN-16756
MNXR95158	AASAD3	ALLYSINE-DEHYDROG-RXN
MNXR95158	R_AASAD3	ALLYSINE-DEHYDROG-RXN
MNXR95158	AASAD3m	ALLYSINE-DEHYDROG-RXN
MNXR95158	R_AASAD3m	ALLYSINE-DEHYDROG-RXN
MNXR95159	AASPh	ADENYLYLSULFKIN-RXN
MNXR95159	R_AASPh	ADENYLYLSULFKIN-RXN
MNXR95159	AASPm	ADENYLYLSULFKIN-RXN
MNXR95159	R_AASPm	ADENYLYLSULFKIN-RXN
MNXR95159	ADSK	ADENYLYLSULFKIN-RXN
MNXR95159	R_ADSK	ADENYLYLSULFKIN-RXN
MNXR95159	ADSKn	ADENYLYLSULFKIN-RXN
MNXR95159	R_ADSKn	ADENYLYLSULFKIN-RXN
MNXR95160	AATA	2-AMINOADIPATE-AMINOTRANSFERASE-RXN
MNXR95160	R_AATA	2-AMINOADIPATE-AMINOTRANSFERASE-RXN
MNXR95160	AATAi	2-AMINOADIPATE-AMINOTRANSFERASE-RXN
MNXR95160	R_AATAi	2-AMINOADIPATE-AMINOTRANSFERASE-RXN
MNXR95160	r0450	2-AMINOADIPATE-AMINOTRANSFERASE-RXN
MNXR95160	R_r0450	2-AMINOADIPATE-AMINOTRANSFERASE-RXN
MNXR95161	AATC	RXN-11737
MNXR95161	R_AATC	RXN-11737
MNXR95161	LCYSTAT	RXN-11737
MNXR95161	R_LCYSTAT	RXN-11737
MNXR95161	LCYSTATm	RXN-11737
MNXR95161	R_LCYSTATm	RXN-11737
MNXR95167	ABFPT	FRUCTOKINASE-RXN
MNXR95167	R_ABFPT	FRUCTOKINASE-RXN
MNXR95167	ABFPTh	FRUCTOKINASE-RXN
MNXR95167	R_ABFPTh	FRUCTOKINASE-RXN
MNXR95186	ABTA	GABATRANSAM-RXN
MNXR95186	R_ABTA	GABATRANSAM-RXN
MNXR95186	ABTArm	GABATRANSAM-RXN
MNXR95186	R_ABTArm	GABATRANSAM-RXN
MNXR95188	ABTDG	D-ARABINITOL-4-DEHYDROGENASE-RXN
MNXR95188	R_ABTDG	D-ARABINITOL-4-DEHYDROGENASE-RXN
MNXR95191	ABUTD	AMINOBUTDEHYDROG-RXN
MNXR95191	R_ABUTD	AMINOBUTDEHYDROG-RXN
MNXR95191	ABUTDm	AMINOBUTDEHYDROG-RXN
MNXR95191	R_ABUTDm	AMINOBUTDEHYDROG-RXN
MNXR95193	ACACCT	ACETOACETYL-COA-TRANSFER-RXN
MNXR95193	R_ACACCT	ACETOACETYL-COA-TRANSFER-RXN
MNXR95194	ACACT1	ACETYL-COA-ACETYLTRANSFER-RXN
MNXR95194	R_ACACT1	ACETYL-COA-ACETYLTRANSFER-RXN
MNXR95194	ACACT1m	ACETYL-COA-ACETYLTRANSFER-RXN
MNXR95194	R_ACACT1m	ACETYL-COA-ACETYLTRANSFER-RXN
MNXR95194	ACACT1r	ACETYL-COA-ACETYLTRANSFER-RXN
MNXR95194	R_ACACT1r	ACETYL-COA-ACETYLTRANSFER-RXN
MNXR95194	ACACT1x	ACETYL-COA-ACETYLTRANSFER-RXN
MNXR95194	R_ACACT1x	ACETYL-COA-ACETYLTRANSFER-RXN
MNXR95194	KAT1	ACETYL-COA-ACETYLTRANSFER-RXN
MNXR95194	R_KAT1	ACETYL-COA-ACETYLTRANSFER-RXN
MNXR95195	ACACT10m	METHYLACETOACETYLCOATHIOL-RXN
MNXR95195	R_ACACT10m	METHYLACETOACETYLCOATHIOL-RXN
MNXR95195	MACCOAT	METHYLACETOACETYLCOATHIOL-RXN
MNXR95195	R_MACCOAT	METHYLACETOACETYLCOATHIOL-RXN
MNXR95196	ACACT2	RXN-12565
MNXR95196	R_ACACT2	RXN-12565
MNXR95196	ACACT2m	RXN-12565
MNXR95196	R_ACACT2m	RXN-12565
MNXR95196	ACACT2r	RXN-12565
MNXR95196	R_ACACT2r	RXN-12565
MNXR95196	KAT2	RXN-12565
MNXR95196	R_KAT2	RXN-12565
MNXR95198	ACACT4m	RXN-13617
MNXR95198	R_ACACT4m	RXN-13617
MNXR95198	ACACT4p	RXN-13617
MNXR95198	R_ACACT4p	RXN-13617
MNXR95198	ACACT4r	RXN-13617
MNXR95198	R_ACACT4r	RXN-13617
MNXR95198	KAT4	RXN-13617
MNXR95198	R_KAT4	RXN-13617
MNXR95200	ACACT5r_1	RXN-14274
MNXR95200	R_ACACT5r_1	RXN-14274
MNXR95201	ACACT6m	RXN-14268
MNXR95201	R_ACACT6m	RXN-14268
MNXR95201	ACACT6p	RXN-14268
MNXR95201	R_ACACT6p	RXN-14268
MNXR95201	ACACT6r	RXN-14268
