rxn,genes,pwy,ncbi,uniprot,location,go,org
|RXN-15067|,TGL4,|PWY-7409|;|PWY-7416|;|PWY-7417|;|PWY-7411|;|LIPAS-PWY|,549643,P36165,,|GO:0005811|,|TAX-4932|
|IMPCYCLOHYDROLASE-RXN|,purO,|PWY-7234|,,Q58043,,,|TAX-2190|
|IMPCYCLOHYDROLASE-RXN|,ADE17,|PWY-6124|,Z49273,P38009,,,|TAX-4932|
|IMPCYCLOHYDROLASE-RXN|,ADE16,|PWY-6124|,Z73200,P54113,,,|TAX-4932|
|IMPCYCLOHYDROLASE-RXN|,ATIC,|PWY-6124|,AB062403,P31939,,|GO:0016787|;|GO:0016740|;|GO:0006164|;|GO:0006139|;|GO:0004643|;|GO:0003937|,|TAX-9606|
|IMPCYCLOHYDROLASE-RXN|,purH,|PWY-6123|,,P15639,|CCO-CYTOSOL|,|GO:0016787|;|GO:0016740|;|GO:0003824|;|GO:0006189|;|GO:0008152|;|GO:0006164|;|GO:0005829|;|GO:0004643|;|GO:0003937|,|TAX-511145|
|RXN-21517|,iboG1,|PWY-8158|,,A0A0C2WKN7,,,|TAX-41956|
|RXN-10899|,ligD,|PWY-6341|,S67975,Q01198,,,|TAX-502559|
|RXN-16437|,crtG,|PWY-7637|,DQ497427,Q0GXS3,,,|TAX-74316|
|RXN-12188|,cgtB,|PWY-6735|,AB034969,Q9HHC8,,,|TAX-91619|
|RXN-20394|,SCS7,|SPHINGOLIPID-SYN-PWY|,,Q03529,|CCO-ER-LUM|,|GO:0005788|,|TAX-4932|
|ACETYL-COA-CARBOXYLTRANSFER-RXN|,jadJ,|PWY-6679|,AF126429,Q9XCV7,,,|TAX-953739|
|ACETYL-COA-CARBOXYLTRANSFER-RXN|,HFA1,|PWY-5966-1|;|PWY66-429|,Z22558,P32874,,,|TAX-4932|
|ACETYL-COA-CARBOXYLTRANSFER-RXN|,ACC1,|PWY-5966-1|;|PWY66-429|,AC003103,Q13085,|CCO-CYTOSKELETON|;|CCO-CYTOSOL|;|CCO-MIT|;|CCO-CYTOPLASM|;|CCO-NUCLEOLUS|,|GO:0019538|;|GO:2001295|;|GO:0071380|;|GO:0055088|;|GO:0051289|;|GO:0046872|;|GO:0042802|;|GO:0016874|;|GO:0015629|;|GO:0008152|;|GO:0006633|;|GO:0006631|;|GO:0006629|;|GO:0006084|;|GO:0005829|;|GO:0005739|;|GO:0005737|;|GO:0005524|;|GO:0005515|;|GO:0004075|;|GO:0003989|;|GO:0003824|;|GO:0001894|;|GO:0001650|;|GO:0000166|,|TAX-9606|
|ACETYL-COA-CARBOXYLTRANSFER-RXN|,ACC2,|PWY-5966-1|;|PWY66-429|,U34591,O00763,|CCO-MEMBRANE|;|CCO-MIT|;|CCO-NUCLEUS|;|CCO-CYTOPLASM|,|GO:2001295|;|GO:0097009|;|GO:0060421|;|GO:0051289|;|GO:0050995|;|GO:0046872|;|GO:0046322|;|GO:0043086|;|GO:0042802|;|GO:0042493|;|GO:0031999|;|GO:0031667|;|GO:0016874|;|GO:0016020|;|GO:0014070|;|GO:0012505|;|GO:0010906|;|GO:0010884|;|GO:0010629|;|GO:0009374|;|GO:0008152|;|GO:0006633|;|GO:0006631|;|GO:0006629|;|GO:0006084|;|GO:0005739|;|GO:0005634|;|GO:0005524|;|GO:0005515|;|GO:0004075|;|GO:0003989|;|GO:0003824|;|GO:0000166|;|GO:0009343|;|GO:0006768|,|TAX-9606|
|ACETYL-COA-CARBOXYLTRANSFER-RXN|,ACC1,,,Q38970,,,|TAX-3702|
|RXN-10063|,mptA,|PWY-6797|,,Q58185,,,|TAX-2190|
|RXN-7811|,PT1L,|PWY-7857|;|PWY-5135|;|PWY-5133|;|PWY-5132|,KM222441,A0A0B5A051,|CCO-PLASTID-MEM|,|GO:0042170|,|TAX-3486|
|RXN-17585|,Noca_4822,|PWY-7776|,,A1SC71,,,|TAX-196162|
|TSA-REDUCT-RXN|,garR,|GALACTARDEG-PWY|;|GLUCARDEG-PWY|,,P0ABQ2,|CCO-CYTOSOL|,|GO:0050661|;|GO:0051287|;|GO:0016491|;|GO:0046487|;|GO:0055114|;|GO:0005829|;|GO:0008679|;|GO:0042838|;|GO:0046392|,|TAX-511145|
|1.14.13.93-RXN|,CYP707A1,|PWY-7640|;|PWY-5271|,AB122149,Q949P1,,,|ORG-5993|
|1.14.13.93-RXN|,CYP707A2,|PWY-7640|;|PWY-5271|,NM_128466,O81077,,,|ORG-5993|
|1.14.13.93-RXN|,CYP707A3,|PWY-7640|;|PWY-5271|,AB122150,Q9FH76,,,|ORG-5993|
|1.14.13.93-RXN|,CYP707A4,|PWY-7640|;|PWY-5271|,NM_112814,Q9LJK2,,,|ORG-5993|
|1.14.13.93-RXN|,ABA8'OH-1,|PWY-5271|,DQ145932,Q285R5,,,|TAX-4513|
|RXN-17107|,luxC,|PWY-7723|,X54690,P19841,,,|TAX-659|
|RXN-13534|,hpnP,|PWY-7072|,,B3QHD1,,,|TAX-395960|
|RXN-8538|,CYP720B1,|PWY-5422|;|PWY-5421|;|PWY-5412|;|PWY-5411|,AY779537,Q50EK6,,,|TAX-3352|
|RXN-15962|,LtmE,|PWY-7572|,,J7FK02,,,|TAX-35717|
|RXN-11709|,gtp1,|PWY-6626|,AF057294,Q9R921,,,|TAX-216600|
|RXN-5482|,RHM1,|PWY-3261|,AY081471,Q9SYM5,,,|ORG-5993|
|RXN-5482|,RHM2,|PWY-3261|,AJ565874,Q9LPG6,,,|ORG-5993|
|RXN-5482|,RHM3,|PWY-3261|,,Q9LH76,,,|ORG-5993|
|PHOSPHOAMIDASE-RXN|,phoA,|SALVADEHYPOX-PWY|;|NAD-BIOSYNTHESIS-II|;|PWY-7218|;|PWY-5484|;|PWY-7805|,,P00634,|CCO-PERI-BAC|,|GO:0006470|;|GO:0004721|;|GO:0055114|;|GO:0046872|;|GO:0016791|;|GO:0016787|;|GO:0003824|;|GO:0030613|;|GO:0005515|;|GO:0030288|;|GO:0033748|;|GO:0016311|;|GO:0042597|;|GO:0008270|;|GO:0000287|;|GO:0004035|,|TAX-511145|
|RXN-19403|,B4GAT1,|PWY-7981|,AF029893,O43505,|CCO-GOLGI-MEM|;|CCO-PM-ANIMAL|;|CCO-GOLGI|,|GO:0030311|;|GO:0030173|;|GO:0016757|;|GO:0009311|;|GO:0008532|;|GO:0008375|;|GO:0006464|;|GO:0005887|;|GO:0005794|,|TAX-9606|
|RXN66-555|,PPCS,|PWY-7850|;|PWY-7851|,AK021900,Q9HAB8,,,|TAX-9606|
|RXN66-555|,PPCS1,|PWY-7851|,,Q8GXR5,,,|ORG-5993|
|RXN66-555|,CAB2,|PWY-7851|,Z46728,P40506,,,|TAX-4932|
|ENTDB-RXN|,entD,|ENTBACSYN-PWY|,,P19925,|CCO-PM-BAC-NEG|;|CCO-CYTOSOL|,|GO:0009237|;|GO:0016020|;|GO:0016780|;|GO:0016740|;|GO:0000287|;|GO:0031226|;|GO:0046872|;|GO:0005829|;|GO:0009366|;|GO:0008897|;|GO:0009239|,|TAX-511145|
|RXN-16581|,VrtF,|PWY-7659|,,D7PHZ7,,,|TAX-36650|
|RXN-8025|,&beta;-OHase 1,|PWY-5944|,U58919,Q9SZZ8,,,|ORG-5993|
|RXN-8025|,&beta;-OHase 2,|PWY-5944|,NM_124636,Q9LTG0,,,|ORG-5993|
|RXN-8025|,crtS,|PWY-5944|;|PWY-5288|,DQ201828,Q3HR17,,,|TAX-264483|
|RXN-8025|,crtZ,|PWY-5944|,D90087,P21688,,,|TAX-553|
|RXN-8025|,CRTZ,|PWY-5288|,AF162276,Q9SPK6,,,|TAX-44745|
|RXN-8025|,crtR,|PWY-7638|,,A0A068MVC0,,,|TAX-1148|
|RXN18C3-12|,GAME2,|PWY18C3-3|,HQ293018,E5L3S0,,,|TAX-4081|
|RXN-13697|,AAT2,|PWY-7115|,,Q42391,|CCO-CYTOSOL|,|GO:0005829|,|TAX-4540|
|RXN-13697|,GOT2,|HYDROXYPRODEG-PWY|;|PWY-6309|,BC000525,P00505,|CCO-MIT|,|GO:0005739|;|GO:0004069|;|GO:0006533|,|TAX-9606|
|RXN-682|,rhbE,|PWY-761|,,Q9Z3Q8,,,|ORG-6005|
|RXN-682|,bfnB,|PWY-7988|,,B0VDT7,,,|TAX-509173|
|RXN-682|,acbB,|PWY-7989|,,I0IVM8,,,|TAX-29430|
|RXN-9902|,tfdC,|PWY-6084|;|PWY-6102|;|PWY-6087|;|PWY-6089|,M35097,P0A396,,,|TAX-264198|
|RXN-18963|,crtW148,|PWY-5288|,,B2IZ40,,,|TAX-272131|
|RXN-18963|,BKT,,,Q4VKB4,,,|TAX-3055|
|GARTRANSFORMYL2-RXN|,purT,|PWY-6122|,,Q58881,,,|TAX-2190|
|GARTRANSFORMYL2-RXN|,purT,|PWY-6122|;|PWY-6277|;|P441-PWY|;|PWY-5327|;|PWY0-1477|,,P33221,|CCO-CYTOSOL|,|GO:0043815|;|GO:0016742|;|GO:0016310|;|GO:0005515|;|GO:0016740|;|GO:0009152|;|GO:0004644|;|GO:0000287|;|GO:0006189|;|GO:0046872|;|GO:0005524|;|GO:0000166|;|GO:0006164|;|GO:0005829|;|GO:0008776|;|GO:0005737|,|TAX-511145|
|RXN-11366|,FgaAT,|PWY-7059|,AAHF01000001,Q4WZ64,,,|TAX-746128|
|BILIVERDIN-REDUCTASE-RXN|,BLVRA,|PWY-5874|,X93086,P53004,|CCO-CYTOSOL|,|GO:0005829|,|TAX-9606|
|RXN0-279|,sufS,|PWY0-1021|;|PWY-7892|;|PWY-6892|;|PWY-8164|;|PWY-6823|;|PWY-7250|,,P77444,|CCO-CYTOSOL|,|GO:0003824|;|GO:0006534|;|GO:0016829|;|GO:0016740|;|GO:0005737|;|GO:0031162|;|GO:0016226|;|GO:0005515|;|GO:0001887|;|GO:0042803|;|GO:0030170|;|GO:0005829|;|GO:0031071|;|GO:0009000|;|GO:0006790|,|TAX-511145|
|RXN0-279|,csdA,|PWY-7250|,,Q46925,|CCO-CYTOSOL|,|GO:0016740|;|GO:0009000|;|GO:0003824|;|GO:0031071|;|GO:0016226|;|GO:0016829|;|GO:0005829|;|GO:0000096|;|GO:0016783|;|GO:0030170|;|GO:0005515|,|TAX-511145|
|RXN-15431|,cotB3,|PWY-7482|,AB448947,C9K1X6,,,|TAX-67327|
|3.1.3.69-RXN|,stpA,|PWY-7902|,"46,542",Q55034,,,|TAX-1148|
|RXN-17930|,MthRnl,,,O27289,,,|TAX-145262|
|RXN-17930|,rtcA,,,P46849,|CCO-CYTOSOL|,|GO:0016874|;|GO:0003824|;|GO:0006396|;|GO:0005524|;|GO:0000166|;|GO:0005737|;|GO:0005829|;|GO:0003963|,|TAX-511145|
|RXN-15590|,lyxD,|PWY-7516|,,Q9I1Q2,,,|TAX-208964|
|RXN-3341|,gndA,|RUMP-PWY|,AF167580,,,,|TAX-405|
|RXN-3341|,gnd,,,,,,|TAX-1246|
|RXN-9501|,aflP,|PWY-5960|;|PWY-5959|,AY371490,Q12120,,,|TAX-5067|
|RXN-9380|,nspC,|PWY-6559|;|PWY-6562|,D31783,Q56575,,,|TAX-1219076|
|RXN-9380|,VC1623,|PWY-6562|,,Q9KRL4,,,|TAX-666|
|RXN-9380|,VVI_3048,|PWY-6559|;|PWY-6562|,,Q8D8D2,,,|TAX-216895|
|RXN-12699|,PMaT2,|PWY-6930|,,Q9LRQ8,,,|ORG-5993|
|RXN-12699|,PMaT1,|PWY-6930|,,Q940Z5,,,|ORG-5993|
|RXN-21533|,ydjH,,,P77493,|CCO-CYTOSOL|,|GO:0016773|;|GO:0016310|;|GO:0016740|;|GO:0016301|;|GO:0042803|;|GO:0019200|;|GO:0005829|,|TAX-511145|
|RXN-10915|,ADH1B,|PWY-6342|;|PWY-6313|;|PWY-7466|;|PWY-5451|;|PWY66-21|,X03350,P00325,,,|TAX-9606|
|RXN-12535|,efe,|PWY-7124|;|PWY-7126|;|PWY-6853|,,P32021,,,|TAX-319|
|RXN-12208|,OEPB,|PWY-6738|,MK174261,,,,|TAX-3880|
|RXN-18072|,tunD,|PWY-7821|,HQ172897,E5KJ97,,,|TAX-1901|
|ACID-PHOSPHATASE-RXN|,PAP1,|PWY-6348|,AF200825,Q9SE00,,,|TAX-4120|
|ACID-PHOSPHATASE-RXN|,PAP2,|PWY-6348|,AF200826,Q9SDZ9,,,|TAX-4120|
|ACID-PHOSPHATASE-RXN|,PAP,|PWY-6348|,AF200824,Q09131,,,|TAX-3847|
|ACID-PHOSPHATASE-RXN|,SAP1,|PWY-6348|,,P83380,,,|TAX-4081|
|ACID-PHOSPHATASE-RXN|,PAP21,,AB084124,Q84KS8,,,|TAX-4097|
|ACID-PHOSPHATASE-RXN|,PAP19,,AB017968,Q84KZ1,,,|TAX-4097|
|ACID-PHOSPHATASE-RXN|,PAP4,,AB017966,Q84KZ3,,,|TAX-4097|
|ACID-PHOSPHATASE-RXN|,PAP12,|PWY-6348|,,,|CCO-EXTRACELLULAR|,|GO:0005576|,|ORG-5993|
|ACID-PHOSPHATASE-RXN|,PAP26,|PWY-8011|;|PWY-6348|,,,|CCO-EXTRACELLULAR|;|CCO-VACUOLE|,|GO:0005576|;|GO:0000323|,|ORG-5993|
|ACID-PHOSPHATASE-RXN|,aphA,|PWY-5695|;|PWY-6608|;|SALVADEHYPOX-PWY|,,P0AE22,|CCO-PERI-BAC|,|GO:0016311|;|GO:0046872|;|GO:0042597|;|GO:0016787|;|GO:0042802|;|GO:0000287|;|GO:0004647|;|GO:0030288|;|GO:0003993|,|TAX-511145|
|RXN-10087|,catC,|CATECHOL-ORTHO-CLEAVAGE-PWY|,,P80573,,,|TAX-264198|
|RXN-10087|,clcF,|PWY-6193|,AJ439407,Q8G9L0,,,|ORG-6091|
|RXN-17603|,mpdC,|PWY-7779|,DQ147773,Q3YAT5,,,|ORG-6301|
|RXN-902|,bbsH,|PWY-81|,,Q9KJE7,,,|TAX-59405|
|RXN-14639|,F8OMT-1,|PWY-7298|,KC354402,,,,|TAX-39350|
|RXN-20241|,aurA,|PWY-8033|,AJ575648,Q70KH8,,,|TAX-66431|
|RXN-20241|,aurB,|PWY-8033|,AJ575648,Q70KH5,,,|TAX-66431|
|RXN-20241|,aurC,|PWY-8033|,AJ575648,Q70KH4,,,|TAX-66431|
|RXN-8556|,f-&delta;sel1,|PWY-7102|;|PWY-6294|;|PWY-5425|;|PWY-5423|;|PWY-3041|,,O64404,,,|TAX-46611|
|RXN-11725|,salB,|PWY-6627|,EF397502,B0L7F8,,,|TAX-168695|
|RXN-11725|,salA,|PWY-6627|,EF397502,B0L7F7,,,|TAX-168695|
|R608-RXN|,hbpD,|PWY-7011|;|PWY-7010|;|PWY-7009|;|PWY-7008|,U73900,O06648,,,|TAX-46680|
|PHYTANATE--COA-LIGASE-RXN|,SLC27A2,|PWY-6061|;|PWY66-388|;|PWY66-387|;|PWY-6000|;|PWY3DJ-11470|;|PWY-5972|;|FAO-PWY|;|PWY66-391|,AF096290,O14975,|CCO-PEROX-MEM|;|CCO-ER|;|CCO-PEROX-LUM|,|GO:0005778|;|GO:0016874|;|GO:0016021|;|GO:0008152|;|GO:0005783|;|GO:0005782|;|GO:0004467|;|GO:0000038|,|TAX-9606|
|RXN-17472|,bioB,|PWY-8128|,,P73538,,,|TAX-1148|
|RXN-17472|,bioB,|PWY-7380|,,,,,|TAX-1423|
|RXN-17472|,bio2,|PWY0-1507|,L34413,,,,|ORG-5993|
|RXN-17472|,bioB,|PWY0-1507|,,P12996,,|GO:0005506|;|GO:0051536|;|GO:0016740|;|GO:0003824|;|GO:0046872|;|GO:0042803|;|GO:0005515|;|GO:0051537|;|GO:0051539|;|GO:0004076|;|GO:0009102|,|TAX-511145|
|RXN-17124|,bzaD,|PWY-7729|,,E3GQB2,,,|TAX-1736|
|RXN-19425|,LPLAT1,|PWY-7618|;|PWY-5995|,,F4IDU4,,,|ORG-5993|
|RXN-19756|,hemQ,|PWY-7766|,,P39645,,,|TAX-224308|
|LINB1-RXN|,linB,|GAMMAHEXCHLORDEG-PWY|,D14594,P51698,|CCO-PERI-BAC|,|GO:0030288|,|TAX-332056|
|RXN-886|,GA2ox1,|PWY-102|,,Q9AVA5,,,|TAX-4530|
|RXN-8050|,CYP71AV1,|PWY-5195|,DQ315671,,,,|TAX-35608|
|THI-P-KIN-RXN|,thiL,|PWY-6893|;|PWY-6897|,,O05514,,|GO:0016740|;|GO:0016301|;|GO:0009228|;|GO:0009030|;|GO:0005524|;|GO:0003824|;|GO:0000166|,|TAX-224308|
|THI-P-KIN-RXN|,thiL,|PWY-6896|;|PWY-6894|;|PWY-6897|,,P0AGG0,|CCO-CYTOSOL|,|GO:0016740|;|GO:0016301|;|GO:0016310|;|GO:0000166|;|GO:0005829|;|GO:0000287|;|GO:0046872|;|GO:0009229|;|GO:0005524|;|GO:0009030|;|GO:0009228|,|TAX-511145|
|RXN18C3-24|,ASAT1,|PWY18C3-8|,KT359555,,,,|TAX-4081|
|RXN18C3-24|,ASAT1,|PWY18C3-15|;|PWY18C3-8|,KT359556,,,,|TAX-28526|
|RXN-13727|,SABATH1,,,,,,|TAX-3218|
|RXN-16125|,roqR,|PWY-7605|,,,,,|TAX-5076|
|RXN-13210|,livD,|PWY-7018|,AJ748832,Q2MF62,,,|TAX-282216|
|RXN-16979|,AsqK,|PWY-7705|;|PWY-7704|,,,,,|TAX-162425|
|GERANOYL-COA-CARBOXYLASE-RXN|,atuC,|PWY-6672|,,Q9HZV9,,,|TAX-208964|
|GERANOYL-COA-CARBOXYLASE-RXN|,atuF,|PWY-6672|,,Q9HZV6,,,|TAX-208964|
|RXN-11384|,GAMT2,|PWY-6477|,,Q5XF78,,,|ORG-5993|
|RXN-8429|,AT5G44630,|PWY-5725|,,Q4KSH9,|CCO-CYTOSOL|,|GO:0005829|,|ORG-5993|
|RXN-8429|,f-&gamma;hum,|PWY-7102|;|PWY-5425|;|PWY-5423|;|PWY-3041|,,O64405,,,|TAX-46611|
|RXN-8429|,f-&delta;sel1,|PWY-7102|;|PWY-6294|;|PWY-5425|;|PWY-5423|;|PWY-3041|,,O64404,,,|TAX-46611|
|RXN-8429|,TPS10,|PWY-6243|,AY928078,Q2NM15,,,|TAX-4577|
|RXN-8429|,TPS6,|PWY-6888|,"63,731",Q5GJ60,,,|TAX-4577|
|RXN-8429|,SSy,|PWY-6836|,HQ343276,,,,|TAX-35974|
|RXN-8429|,SSy,|PWY-6836|,HQ343277,,,,|TAX-293154|
|RXN0-313|,fsaB,,,P32669,|CCO-CYTOSOL|,|GO:0006000|;|GO:0016832|;|GO:0016829|;|GO:0003824|;|GO:0005975|;|GO:0005737|;|GO:0005829|;|GO:0097023|,|TAX-511145|
|RXN0-313|,fsaA,,,P78055,|CCO-CYTOSOL|,|GO:0006000|;|GO:0016832|;|GO:0016829|;|GO:0003824|;|GO:0005975|;|GO:0005737|;|GO:0005829|;|GO:0097023|,|TAX-511145|
|3.1.4.38-RXN|,gpc-cp,,AB771744,,,,|TAX-193460|
|COBINAMIDEKIN-RXN|,cobP,|PWY-7962|,M62866,P29931,,,|TAX-43306|
|COBINAMIDEKIN-RXN|,cobU,|PWY-7971|;|COBALSYN-PWY|;|PWY-7962|,L12006,Q05599,,,|TAX-90371|
|RXN-9564|,YNL134C,|PWY-7910|,1730779,P53912,,|GO:1901426|;|GO:0055114|;|GO:0016491|;|GO:0004029|,|TAX-559292|
|RXN-9564|,QR,|PWY-5975|,AY158836,Q84V25,,,|TAX-3747|
|ORNDECARBOX-RXN|,speC,|PWY-46|,AE004866,,,,|TAX-287|
|ORNDECARBOX-RXN|,ODC1,|PWY-46|,M31061,P11926,,,|TAX-9606|
|ORNDECARBOX-RXN|,ODC,|PWY-6305|,AF480882,Q8S3N2,,,|TAX-4072|
|ORNDECARBOX-RXN|,ODC,|PWY-6305|,X87847,P50134,,,|TAX-4076|
|ORNDECARBOX-RXN|,odc,|PWY-6305|,AF029349,O22616,,,|TAX-4081|
|ORNDECARBOX-RXN|,SPE1,|PWY-46|,Z28184,P08432,,,|TAX-4932|
|ORNDECARBOX-RXN|,speF,|ORNDEG-PWY|,,P24169,|CCO-CYTOSOL|,|GO:0006520|;|GO:0005737|;|GO:0003824|;|GO:0033387|;|GO:0016831|;|GO:0016829|;|GO:0008295|;|GO:0042803|;|GO:0071468|;|GO:0005829|;|GO:0030170|;|GO:0004586|,|TAX-511145|
|ORNDECARBOX-RXN|,speC,|PWY-46|,,P21169,|CCO-CYTOSOL|,|GO:0016831|;|GO:0016829|;|GO:0003824|;|GO:0006520|;|GO:0005737|;|GO:0033387|;|GO:0005829|;|GO:0042803|;|GO:0030170|;|GO:0008295|;|GO:0004586|,|TAX-511145|
|RXN-19282|,fimC5,|PWY-7958|,KF819511,A0A1L1VVY8,,,|TAX-83542|
|RXN-19282|,fisC,|PWY-7958|,KY026489,A0A1P8VSL7,,,|TAX-1930929|
|RXN66-241|,PNMT,|PWY66-301|;|PWY-6342|,J03727,P11086,,,|TAX-9606|
|RXN-10935|,MTH1026,|PWY-6141|,,O27105,,,|TAX-187420|
|RXN-1223|,SQD1,|PWYQT-4427|,,O48917,,,|ORG-5993|
|RXN-1223|,sqdB,|PWYQT-4427|,,Q54734,,,|TAX-1140|
|RXN-18090|,cbaA,|PWY-7823|,KR732327,A0A0S1RTU7,,,|TAX-1481731|
|RXN-16459|,hydA,,LC005743,A0A0A1H115,,,|ORG-6276|
|ACYLGLYCERONE-PHOSPHATE-REDUCTASE-RXN|,AYR1,|PWY-7411|,Z46833,P40471,,,|TAX-4932|
|RXN-18847|,luciferase,|PWY-7913|,S61961,Q26304,,,|TAX-27446|
|RXN-18847|,Luc1,|PWY-7913|,AB644228,H1AD96,|CCO-PEROX-LUM|,|GO:0005782|,|TAX-7054|
|RXN-9045|,CYP706B1,|PWY-5773|,AF332974,,,,|TAX-29729|
|RXN-7836|,MFP-a,|PWY-5137|;|PWY-5136|;|PWY-5138|,,,|CCO-PEROXISOME|,|GO:0005777|,|TAX-3659|
|RXN-7836|,ECI2,|PWY-6837|;|PWY-5138|,,O23299,,,|ORG-5993|
|RXN-7836|,ECI3,|PWY-6837|;|PWY-5138|,,O23300,,,|ORG-5993|
|RXN-7836|,ECI1,|PWY-6837|;|PWY-5138|,,O04469,,,|ORG-5993|
|RXN-7836|,ECI1,|PWY-7340|;|PWY-7337|;|PWY-7338|;|PWY-7307|;|PWY-7292|;|PWY-7291|;|PWY-5137|;|PWY-6837|,Q05871,Q05871,,,|TAX-4932|
|RXN-7836|,ECI2,|PWY-5137|,AF069301,O75521,|CCO-PEROXISOME|,|GO:0016853|;|GO:0008152|;|GO:0006631|;|GO:0005777|;|GO:0004165|;|GO:0000062|,|TAX-9606|
|UDPMANNACADEHYDROG-RXN|,wecC,|PWY-7335|,,P27829,|CCO-CYTOSOL|,|GO:0016628|;|GO:0000271|;|GO:0051287|;|GO:0055114|;|GO:0016616|;|GO:0016491|;|GO:0089714|;|GO:0005829|;|GO:0009246|,|TAX-511145|
|1.2.1.32-RXN|,amnC,|PWY-6210|,U93363,O68391,,,|TAX-301|
|1.2.1.32-RXN|,nbaE,|PWY-5647|;|PWY-5654|,AB088043,Q83V33,,,|ORG-5935|
|1.2.1.32-RXN|,amnC,|PWY-6210|,AB020521,Q9KWS5,,,|TAX-874293|
|1.2.1.32-RXN|,cnbD,|PWY-5645|,EF079106,Q38M39,,,|TAX-543891|
|1.2.1.32-RXN|,ALDH8A1,|PWY-5652|,AL021939,Q9H2A2,|CCO-CYTOPLASM|,|GO:0097053|;|GO:0047102|;|GO:0016620|;|GO:0055114|;|GO:0042904|;|GO:0042574|;|GO:0042573|;|GO:0016491|;|GO:0008152|;|GO:0005737|;|GO:0005622|;|GO:0001758|,|TAX-9606|
|RXN0-7020|,dkgA,|PWY-7165|;|KETOGLUCONMET-PWY|,M12799,P06632,,,|ORG-6226|
|RXN0-7020|,dkgB,|PWY-5453|;|KETOGLUCONMET-PWY|,,P30863,|CCO-CYTOSOL|,|GO:0016491|;|GO:0055114|;|GO:0019853|;|GO:0005737|;|GO:1990002|;|GO:0051596|;|GO:0005829|;|GO:0047681|;|GO:0004033|,|TAX-511145|
|RXN0-7020|,dkgA,|PWY-5453|;|KETOGLUCONMET-PWY|,,Q46857,|CCO-CYTOSOL|,|GO:0004032|;|GO:0016491|;|GO:0055114|;|GO:0019853|;|GO:0050580|;|GO:0005737|;|GO:0008106|;|GO:0016616|;|GO:0051596|;|GO:0005829|,|TAX-511145|
|RXN-14668|,novS,|PWY-7301|,AF170880,Q9L9E9,,,|TAX-65497|
|RXN-11744|,iso,|PWY-6644|,FM251922,B6VP40,,,|TAX-29303|
|RXN-13555|,pacX,,HQ874646,F5BFC8,,,|TAX-116188|
|RXN-14195|,ytkD,|PWY-8061|;|PWY-7177|,,O35013,,|GO:0046872|;|GO:0016787|,|TAX-224308|
|RXN-15980|,CCD2,|PWY-5397|,KJ541749,B7SNW1,|CCO-CYTOSOL|,|GO:0005829|,|TAX-82528|
|RXN-5822|,CCRN4L,,AF183961,Q9UK39,|CCO-MIT|;|CCO-CYTOPLASM|;|CCO-NUCLEUS|,|GO:0102757|;|GO:0019178|;|GO:0016311|;|GO:0006739|;|GO:0005739|;|GO:0000175|;|GO:0090503|;|GO:0090305|;|GO:0048511|;|GO:0048471|;|GO:0048255|;|GO:0046872|;|GO:0045995|;|GO:0045668|;|GO:0045600|;|GO:0042752|;|GO:0033962|;|GO:0032922|;|GO:0032496|;|GO:0016787|;|GO:0010629|;|GO:0009991|;|GO:0007623|;|GO:0006397|;|GO:0006366|;|GO:0006355|;|GO:0005737|;|GO:0005634|;|GO:0004535|;|GO:0004527|;|GO:0004518|;|GO:0003729|;|GO:0003723|;|GO:0003700|;|GO:0000932|;|GO:0000290|;|GO:0007622|,|TAX-9606|
|RXN-5822|,hel,|NAD-BIOSYNTHESIS-II|,,P26093,,,|TAX-727|
|RXN-5822|,phoA,|SALVADEHYPOX-PWY|;|NAD-BIOSYNTHESIS-II|;|PWY-7218|;|PWY-5484|;|PWY-7805|,,P00634,|CCO-PERI-BAC|,|GO:0006470|;|GO:0004721|;|GO:0055114|;|GO:0046872|;|GO:0016791|;|GO:0016787|;|GO:0003824|;|GO:0030613|;|GO:0005515|;|GO:0030288|;|GO:0033748|;|GO:0016311|;|GO:0042597|;|GO:0008270|;|GO:0000287|;|GO:0004035|,|TAX-511145|
|RXN8J2-1|,bshA,|PWY8J2-1|,,P42982,,|GO:0035251|,|TAX-224308|
|RXN-13054|,iucA,|AEROBACTINSYN-PWY|,,Q47316,,,|TAX-83333|
|RXN-16645|,aba1,|PWY-7665|,,B6SF67,,,|TAX-5580|
|RXN-8078|,fbiA,|PWY-5198|,,P9WP81,,|GO:0016773|;|GO:0043743|;|GO:0016780|;|GO:0016740|;|GO:0000287|,|TAX-83332|
|RXN18C3-37|,ASAT4,|PWY18C3-11|,JQ899258,I6SJM2,,,|TAX-4081|
|RXN-11244|,couA,|PWY-7046|;|PWY-8002|,,Q6N8W7,,,|TAX-258594|
|RXN-11244|,ferB,|PWY-8003|;|PWY-8002|;|PWY-6343|,AB072376,Q8RR28,,,|TAX-502559|
|RXN-13749|,tll,|PWY-7317|,AB010415,O66251,,,|TAX-714|
|RXN-18383|,ACX4,|PWY-6837|;|PWY-5136|,,Q96329,,,|ORG-5993|
|RXN-7162|,IPK2&alpha;,|PWY-6554|;|PWY-6555|,AY147935,Q9LY23,,,|ORG-5993|
|RXN-7162|,IPK2&beta;,|PWY-6555|;|PWY-6554|,AY147936,Q9FLT2,,,|ORG-5993|
|RXN-7162|,IPK2,|PWY-6364|;|PWY-6371|;|PWY-6361|,X05328,P07250,,,|TAX-4932|
