rxn,genes,pwy,ncbi,uniprot,location,go,org
|RXN-7162|,IPMK,|PWY-6365|;|PWY-6364|;|PWY-6362|;|PWY-6366|;|PWY-6369|,AF432853,Q8NFU5,|CCO-NUC-LUM|,|GO:0031981|,|TAX-9606|
|RXN-20738|,are,|PWY-5490|,FM205057,B5BLW5,,,|TAX-2287|
|GLUCOSAMINE-6-P-DEAMIN-RXN|,nagB,|P441-PWY|,CP000387,A3CLX4,,,|TAX-1305|
|GLUCOSAMINE-6-P-DEAMIN-RXN|,GPI1,|PWY-5514|,AF050754,O97439,|CCO-CYTOSOL|,|GO:0005829|,|TAX-5741|
|GLUCOSAMINE-6-P-DEAMIN-RXN|,glmD,|PWY-6855|,,Q5JDU3,,,|TAX-69014|
|GLUCOSAMINE-6-P-DEAMIN-RXN|,nagB,|GLUAMCAT-PWY|,,P0A759,|CCO-CYTOSOL|,|GO:0006043|;|GO:0005737|;|GO:0008152|;|GO:0006044|;|GO:0003824|;|GO:0005975|;|GO:0016787|;|GO:0005515|;|GO:0005829|;|GO:0042802|;|GO:0019262|;|GO:0006048|;|GO:0004342|;|GO:0006046|,|TAX-511145|
|RXN-9926|,xyoA,,D89822,Q9KX73,,,|TAX-268810|
|3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN|,Hibch,|VALDEG-PWY|,BC083737,Q5XIE6,,,|TAX-10116|
|RXN0-363|,NSH1,|PWY-6607|;|PWY-6596|;|PWY-6605|;|PWY-6556|,,Q9SJM7,|CCO-CYTOSOL|,|GO:0005829|,|ORG-5993|
|RXN0-363|,rihC,|PWY-6556|;|PWY-6605|;|PWY-7195|,,P22564,|CCO-CYTOSOL|,|GO:0008477|;|GO:0006206|;|GO:0006144|;|GO:0006152|;|GO:0016799|;|GO:0016798|;|GO:0016787|;|GO:0008152|;|GO:0006974|;|GO:0005829|;|GO:0050263|;|GO:0042454|;|GO:0047724|;|GO:0045437|;|GO:0047622|,|TAX-511145|
|3.1.6.4-RXN|,GALNS,|PWY-6573|,,P34059,|CCO-LYS-LUM|,|GO:0043202|,|TAX-9606|
|CREATININE-DEAMINASE-RXN|,codA,|PWY-7195|;|PWY-4722|,,,,,|ORG-5940|
|RXN-15637|,CtesDRAFT_PD5437,|PWY-7521|,AAUJ02000001,B7X4D9,,,|TAX-399795|
|RXN-15454|,tmuM,|PWY-6633|,JQ743481,I7ASS7,,,|TAX-765715|
|RXN-9586|,rifJ,|PWY-5979|,AF040570,Q7BUF8,,,|TAX-33910|
|RXN-17950|,gox,|PWY-7804|,GU214711,D2KI28,,,|TAX-694258|
|2.4.1.230-RXN|,psKP,|PWY-7459|,,I3RFR4,,,|TAX-1183377|
|2.4.1.230-RXN|,kojP,|PWY-7459|,AB073931,Q8L163,,,|TAX-29323|
|2.4.1.230-RXN|,ycjT,,,P77154,|CCO-CYTOSOL|,|GO:0016740|;|GO:0005975|;|GO:0004553|;|GO:0003824|;|GO:0030246|;|GO:0016798|;|GO:0016787|;|GO:0008152|;|GO:0033831|;|GO:0005829|,|TAX-511145|
|RXN-15128|,CORI3,,,Q9SUR6,,,|ORG-5993|
|RXN-10955|,ITPK1,|PWY-6366|;|PWY-6362|;|PWY-6365|,U51336,Q13572,,,|TAX-9606|
|RXN-1225|,DGD2,|PWY-401|,,Q8W1S1,|CCO-CHLOR-OMEM|,|GO:0009707|,|ORG-5993|
|RXN-1225|,DGD1,|PWY-401|,,Q9S7D1,|CCO-CHLOR-OMEM|,|GO:0009707|,|ORG-5993|
|RXN-1225|,dgdA,|PWY-7666|,BA000022,P73948,,,|TAX-1148|
|2.3.1.150-RXN|,SALAT,|PWY-5270|,AF339913,Q94FT4,,,|TAX-3469|
|RXN-18110|,cmtC,|PWY-5163|,U24215,Q51976,,,|TAX-351746|
|RXN-20448|,cyrI,|PWY-8045|,HQ690088,E9NPJ4,,,|TAX-587415|
|RXN-12560|,phbB,|PWY1-3|;|PWY-7216|,,D3UAK7,,,|TAX-106590|
|RXN-12560|,fadB,|PWY-7948|,,Q88L02,,,|TAX-160488|
|ADENYL-KIN-RXN|,AK5,|PWY-7224|;|PWY-7219|,AF062595,Q9Y6K8,|CCO-CYTOSOL|,|GO:0016740|;|GO:0016301|;|GO:0009220|;|GO:0006173|;|GO:0006172|;|GO:0005829|;|GO:0005524|;|GO:0004017|,|TAX-9606|
|ADENYL-KIN-RXN|,ADK1,|PWY-841|;|PWY-7229|,Z48612,P07170,|CCO-CYTOSOL|,|GO:0005829|,|TAX-4932|
|ADENYL-KIN-RXN|,AAK6,|PWY-7224|;|PWY-841|;|PWY-7229|,,,,,|ORG-5993|
|ADENYL-KIN-RXN|,adk,|PWY-7219|;|PWY-7176|;|PWY-7205|;|PPGPPMET-PWY|;|PWY-7221|;|PWY-7224|;|PWY-7222|;|PWY-7226|;|PWY-7187|;|PWY0-166|;|PWY-7184|;|PWY-7197|,,P69441,|CCO-CYTOSOL|,|GO:0009132|;|GO:0009123|;|GO:0006163|;|GO:0046940|;|GO:0006165|;|GO:0019205|;|GO:0016776|;|GO:0016740|;|GO:0016301|;|GO:0009165|;|GO:0006139|;|GO:0005737|;|GO:0000166|;|GO:0044209|;|GO:0006172|;|GO:0016310|;|GO:0004550|;|GO:0005829|;|GO:0000287|;|GO:0016208|;|GO:0015951|;|GO:0005524|;|GO:0005515|;|GO:0004017|,|TAX-511145|
|RXN-10121|,clcA2,|PWY-6193|,AJ439407,Q8G9L3,,,|ORG-6091|
|RXN-17639|,bmoX,|PWY-7780|,AY093933,Q8KQF0,,,|TAX-86174|
|RXN-17639|,bmoY,|PWY-7780|,AY093933,Q8KQE9,,,|TAX-86174|
|RXN-17639|,bmoZ,|PWY-7780|,AY093933,Q8KQE7,,,|TAX-86174|
|RXN-17639|,bmoC,|PWY-7780|,AY093933,Q8KQE6,,,|TAX-86174|
|RXN-17639|,bmoB,|PWY-7780|,AY093933,Q8KQE8,,,|TAX-86174|
|RXN-17639|,bmoD,|PWY-7780|,AY093933,Q8KH14,,,|TAX-86174|
|UREIDOGLYCOLATE-HYDROLASE-RXN|,UAH,|PWY-5692|,AY074343,Q8VXY9,|CCO-ER|,|GO:0005783|,|ORG-5993|
|1.2.3.14-RXN|,AAO3,|PWY-3181|;|PWY-695|,AB016622,Q7G9P4,,,|ORG-5993|
|RXN-14687|,GRE2,|PWY-5076|;|PWY-6871|;|PWY-5458|,Z48239,Q12068,,,|TAX-4932|
|RXN-12080|,lxr4,|PWY-6693|,,G0RNA2,,,|TAX-334564|
|RXN-12080|,xhrA,|PWY-6693|,,A2R6Y6,,,|TAX-380704|
|RXN-11760|,SGUS,|PWY-7213|;|PWY-7214|;|PWY-7212|,AB040072,Q9LRC8,,,|TAX-65409|
|RXN-14213|,ytkD,|PWY-8061|;|PWY-7177|,,O35013,,|GO:0046872|;|GO:0016787|,|TAX-224308|
|5.3.3.14-RXN|,fabM,|PWY0-862|,,Q8DR19,,,|TAX-1313|
|5.3.3.14-RXN|,fabN,|PWY0-862|,,Q820V3,,,|TAX-1351|
|5.3.3.14-RXN|,fabX,|PWY-7858|,,O25465,,,|TAX-85962|
|5.3.3.14-RXN|,fabA,|FASYN-ELONG-PWY|;|PWY0-862|,,P0A6Q3,|CCO-CYTOSOL|,|GO:0008659|;|GO:0004317|;|GO:0019171|;|GO:0006629|;|GO:0016853|;|GO:0006631|;|GO:0008610|;|GO:0016829|;|GO:0005737|;|GO:0005829|;|GO:0042803|;|GO:0047451|;|GO:0034017|;|GO:0006633|;|GO:0008693|,|TAX-511145|
|PROCOLLAGEN-PROLINE-3-DIOXYGENASE-RXN|,P3H1,|PWY-7894|,AF097431,Q32P28,,|GO:0019538|;|GO:0016706|,|TAX-9606|
|PROCOLLAGEN-PROLINE-3-DIOXYGENASE-RXN|,CRTAP,|PWY-7894|,AJ006470,Q13948,|CCO-EXTRACELLULAR|,|GO:0031012|,|TAX-9606|
|PROCOLLAGEN-PROLINE-3-DIOXYGENASE-RXN|,PPIB,|PWY-7894|,BC001125,P23284,|CCO-ER|,|GO:0006457|;|GO:0016853|;|GO:0005783|,|TAX-9606|
|RXN-17177|,papA3,|PWY-7738|,,P9WIK5,,,|TAX-83332|
|RETINYL-PALMITATE-ESTERASE-RXN|,CES1,|PWY-6857|,,P23141,|CCO-EXTRACELLULAR|;|CCO-ER|,|GO:0008152|;|GO:0016787|;|GO:0009636|;|GO:0005615|;|GO:0005783|;|GO:0052689|,|TAX-9606|
|RXNMETA-12672|,paaZ,|PWY0-321|,,P77455,,|GO:0016620|;|GO:0016829|;|GO:0008152|;|GO:0003824|;|GO:0016823|;|GO:0016787|;|GO:0016726|;|GO:0055114|;|GO:0016491|;|GO:0042802|;|GO:0016803|;|GO:0010124|;|GO:0004300|,|TAX-511145|
|RXN-17493|,appA,,,P07102,|CCO-PERI-BAC|,|GO:0016791|;|GO:0008707|;|GO:0016787|;|GO:0003824|;|GO:0008152|;|GO:0042597|;|GO:0003993|;|GO:0008252|;|GO:0052745|;|GO:0050308|;|GO:0033518|;|GO:0016311|;|GO:0030288|;|GO:0016036|;|GO:0071454|,|TAX-511145|
|RXN-16663|,hlmA,|PWY-7690|,DS570652,B5GVJ0,,,|TAX-1901|
|RXN-19777|,cydH,|PWY0-1334|;|PWY0-1353|;|PWY0-1568|,,A5A618,|CCO-PM-BAC-NEG|,|GO:0005886|;|GO:0005515|;|GO:0070069|;|GO:0005887|;|GO:0071456|;|GO:0016021|;|GO:0016020|,|TAX-511145|
|RXN-19777|,cydX,|PWY0-1334|;|PWY0-1353|;|PWY0-1568|,,P56100,|CCO-PM-BAC-NEG|,|GO:0055114|;|GO:0006119|;|GO:0016021|;|GO:0016020|;|GO:0005515|;|GO:0005887|;|GO:0016679|;|GO:0070069|;|GO:0005886|;|GO:0019867|,|TAX-511145|
|RXN-19777|,cydB,|PWY0-1334|;|PWY0-1353|;|PWY0-1568|,,P0ABK2,|CCO-PM-BAC-NEG|,|GO:0046872|;|GO:0006119|;|GO:0016021|;|GO:0055114|;|GO:0005515|;|GO:0070069|;|GO:0005887|;|GO:0019646|;|GO:0016020|;|GO:0005886|;|GO:0016682|;|GO:0009055|,|TAX-511145|
|RXN-19777|,cydA,|PWY0-1334|;|PWY0-1353|;|PWY0-1568|,,P0ABJ9,|CCO-PM-BAC-NEG|,|GO:0016682|;|GO:0006119|;|GO:0046872|;|GO:0016020|;|GO:0016021|;|GO:0055114|;|GO:0005515|;|GO:0070069|;|GO:0019646|;|GO:0005887|;|GO:0005886|;|GO:0020037|;|GO:0016679|;|GO:0009055|,|TAX-511145|
|RXN-8106|,fpoF,|PWY-5207|,,Q8PZ67,,,|TAX-2209|
|RXN-8106|,fpoI,|PWY-5207|,,Q8PU60,,,|TAX-2209|
|RXN-8106|,fpoC,|PWY-5207|,,F1SVL1,,,|TAX-2209|
|RXN-8106|,fpoB,|PWY-5207|,,F1SVH7,,,|TAX-2209|
|RXN-8106|,fpoD,|PWY-5207|,,F1SVE4,,,|TAX-2209|
|RXN18C3-54|,NSGT1,|PWY18C3-25|;|PWY18C3-21|,KC696865,R9WWA4,,,|TAX-4081|
|RXN-8889|,cat2,|PWY-5677|,L21902,P38942,,,|TAX-1534|
|RXN-8889|,abfT,|PWY-5022|,AJ250267,Q9RM86,,,|TAX-33953|
|RXN-13774|,lgnI,|PWY-7130|,AB727356,,,,|TAX-1197861|
|1.1.99.28-RXN|,gfo,|PWY-5530|,,Q07982,,,|TAX-542|
|GLUCUROISOM-RXN|,uxaC,|PWY-7248|;|PWY-7247|,,Q9WXR9,,,|TAX-2336|
|GLUCUROISOM-RXN|,uxaC,|PWY-7247|;|GALACTUROCAT-PWY|,,P0A8G3,|CCO-CYTOSOL|,|GO:0016853|;|GO:0006064|;|GO:0005829|;|GO:0019698|;|GO:0042840|;|GO:0008880|,|TAX-511145|
|RXN-14518|,TYW2,|PWY-7283|,2497109,Q04235,,,|TAX-4932|
|RXN-14518|,taw2,|PWY-7286|,,O58523,,,|TAX-53953|
|RXN0-4222|,rbn,|PWY0-1479|,,P0A8V0,|CCO-CYTOSOL|,|GO:0008270|;|GO:0034414|;|GO:0090503|;|GO:0016787|;|GO:0004527|;|GO:0004532|;|GO:0008033|;|GO:0004519|;|GO:0004518|;|GO:0042803|;|GO:0016896|;|GO:0042781|;|GO:0005829|;|GO:0042779|;|GO:0016891|;|GO:0046872|,|TAX-511145|
|3.2.1.114-RXN|,MAN2A1,|PWY-7426|,D63998,Q16706,|CCO-MEMBRANE|;|CCO-GOLGI|,|GO:0016798|;|GO:0016021|;|GO:0009101|;|GO:0005975|;|GO:0005794|;|GO:0004572|;|GO:0004559|,|TAX-9606|
|3.2.1.114-RXN|,MAN2A2,|PWY-7426|,D55649,P49641,,,|TAX-9606|
|3.2.1.114-RXN|,GMII,|PWY-7920|,,Q9LFR0,|CCO-GOLGI|,|GO:0005794|,|TAX-3702|
|RXN-20896|,alr,|PWY-8140|;|PWY-5283|;|PWY-8072|,,Q88GJ9,|CCO-PERI-BAC|,|GO:0042597|;|GO:0030632|;|GO:0030170|;|GO:0016853|;|GO:0008784|;|GO:0006522|;|GO:0003824|,|TAX-160488|
|RXN-9610|,rif20,|PWY-5984|,AF040570,Q9AE01,,,|TAX-33910|
|2.4.1.38-RXN|,B4GALT1,|PWY-7426|;|PWY-7841|;|PWY-7831|;|PWY-7434|;|PWY-7837|,M70432,P15291,|CCO-MEMBRANE|;|CCO-GOLGI|,|GO:0005575|;|GO:0016021|;|GO:0005794|;|GO:0016757|;|GO:0005989|;|GO:0009312|;|GO:0003945|;|GO:0003831|,|TAX-9606|
|2.4.1.38-RXN|,HpgalT,|PWY-7833|,,O25500,,,|TAX-85962|
|2.4.1.38-RXN|,B4GALT3,|PWY-7841|;|PWY-7831|;|PWY-7434|;|PWY-7837|,AB024435,O60512,|CCO-MEMBRANE|;|CCO-GOLGI|,|GO:0016021|;|GO:0005794|;|GO:0016757|;|GO:0008378|;|GO:0003945|;|GO:0003831|,|TAX-9606|
|2.4.1.38-RXN|,B4GALT2,|PWY-7841|;|PWY-7831|;|PWY-7434|;|PWY-7837|,AB024434,O60909,|CCO-MEMBRANE|;|CCO-GOLGI|,|GO:0016757|;|GO:0016021|;|GO:0008378|;|GO:0005794|;|GO:0003945|;|GO:0003831|,|TAX-9606|
|RXN-12754|,GAPDH,|PWY66-399|;|ANAGLYCOLYSIS-PWY|;|PWY-6938|,J04038,P04406,|CCO-CYTOPLASM|,|GO:0016491|;|GO:0006096|;|GO:0005737|;|GO:0004365|,|TAX-9606|
|RXN-21609|,bfaB,|PWY-8172|,,,,,|TAX-37916|
|RXN-10972|,PPIP5K1,|PWY-6369|,AF502586,Q6PFW1,|CCO-CYTOSOL|,|GO:0005829|,|TAX-9606|
|RXN-10972|,PPIP5K2,|PWY-6369|,AB007893,,,,|TAX-9606|
|OXALATE-OXIDASE-RXN|,oxo1,|PWY-6697|,L15737,P45850,,,|TAX-4513|
|RXN-12265|,fumD,,FJ426269,D2D3B6,,,|TAX-33050|
|RXN-19298|,cobT,|PWY-7970|,,D1BPH1,,,|TAX-29466|
|RXN-20506|,FAAH,|PWY6666-1|,U82535,O00519,|CCO-MEMBRANE|,|GO:0016020|,|TAX-9606|
|AGMATINE-N4-COUMAROYLTRANSFERASE-RXN|,ACT,|PWY-6448|,,A9ZPJ6,|CCO-CYTOSOL|,|GO:0005829|,|TAX-4513|
|RXN66-316|,ERG25,|PWY-6074|,,P53045,,,|TAX-4932|
|RXN66-316|,MSMO1,|PWY66-3|;|PWY66-341|;|PWY-6074|,U93162,Q15800,|CCO-ER-MEM|;|CCO-PM-ANIMAL|,|GO:0005789|;|GO:0005886|,|TAX-9606|
|ISOPROPANOL-DEHYDROGENASE-NADP+-RXN|,ADH1B,|PWY-6342|;|PWY-6313|;|PWY-7466|;|PWY-5451|;|PWY66-21|,X03350,P00325,,,|TAX-9606|
|ISOPROPANOL-DEHYDROGENASE-NADP+-RXN|,adh,|PWY-6876|,,,,,|TAX-1520|
|VAGL-RXN|,davT,|PWY-5280|,AF299291,,,,|TAX-303|
|VAGL-RXN|,davT,|PWY-6328|;|PWY0-461|,,Q9I6M4,,,|TAX-287|
|VAGL-RXN|,gabT,|PWY-6537|;|PWY0-461|;|GLUTORN-PWY|,,P22256,|CCO-CYTOSOL|,|GO:0016740|;|GO:0009448|;|GO:0008483|;|GO:0003824|;|GO:0047589|;|GO:0034386|;|GO:0003992|;|GO:0042450|;|GO:0005829|;|GO:0042803|;|GO:0030170|;|GO:0003867|;|GO:0009450|,|TAX-511145|
|VAGL-RXN|,puuE,|PWY-6535|;|PWY0-461|,,P50457,|CCO-CYTOSOL|,|GO:0009450|;|GO:0034386|;|GO:0016740|;|GO:0008483|;|GO:0003824|;|GO:0009448|;|GO:0005829|;|GO:0009447|;|GO:0030170|;|GO:0003867|,|TAX-511145|
|RXN-14703|,rdmC,,U10405,Q54528,,,|TAX-1924|
|RXN-18875|,Renilla-type luciferase,|PWY-7914|,M63501,P27652,,,|TAX-6136|
|RXN-8609|,Val,|PWY-6291|,AY561843,,,,|TAX-29760|
|RXN-8609|,Valcs,|PWY-6291|,FJ696653,Q6Q3H2,,,|TAX-29760|
|RXN-8609|,PNSeInt,|PWY-6291|,HM807406,,,,|TAX-29760|
|RXN-7875|,CYP90B1,|PWY-2582|;|PWY-699|,AF044216,O64989,,,|ORG-5993|
|RXN-7875|,CYP11A1,|PWY66-377|,D00169,P05108,|CCO-MEMBRANE|;|CCO-MIT|,|GO:0016020|;|GO:0008386|;|GO:0006702|;|GO:0006700|;|GO:0006694|;|GO:0005739|;|GO:0004497|,|TAX-9606|
|RXN-10135|,tftD,|PWY-6200|,U83405,O87009,,,|TAX-252970|
|RXN-11779|,CPS/KS,|PWY-6653|,AB302933,A5A8G0,,,|TAX-3218|
|RXN-11779|,CPS/KS,|PWY-6653|,AB013295,Q9UVY5,,,|TAX-5127|
|RXN-11779|,FCPS/KS,|PWY-6653|,AB003395,O13284,,,|TAX-65784|
|RXN-19982|,GS1,|PWY-5292|,MF770507,W8JWW7,,,|TAX-4058|
|PROPKIN-RXN|,pduW,|PWY-5437|;|PWY-7013|,,P74879,,,|TAX-99287|
|PROPKIN-RXN|,ackA,|PWY-5327|;|PWY-5485|;|FERMENTATION-PWY|;|PWY0-1477|;|PWY0-1312|;|PWY-5437|,,P0A6A3,|CCO-CYTOSOL|,|GO:0000287|;|GO:0044011|;|GO:0006083|;|GO:0046872|;|GO:0016774|;|GO:0016740|;|GO:0016301|;|GO:0006082|;|GO:0005737|;|GO:0019542|;|GO:0019413|;|GO:0006085|;|GO:0008270|;|GO:0005524|;|GO:0000166|;|GO:0016310|;|GO:0005829|;|GO:0008776|,|TAX-511145|
|PROPKIN-RXN|,tdcD,|PWY-5437|,,P11868,|CCO-CYTOSOL|,|GO:0005515|;|GO:0016774|;|GO:0016740|;|GO:0016301|;|GO:0006082|;|GO:0046872|;|GO:0070689|;|GO:0005524|;|GO:0000166|;|GO:0016310|;|GO:0005829|;|GO:0019665|;|GO:0006567|;|GO:0008980|;|GO:0008776|,|TAX-511145|
|RXN-19511|,bfnD,|PWY-7988|,,B0VDT5,,,|TAX-509173|
|RXNQT-4172|,MAM3,|PWY-1186|;|PWYQT-4450|,,Q9FN52,|CCO-PLASTID-STR|,|GO:0009532|,|ORG-5993|
|RXN-16013|,dmdD,|PWY-6048|,,Q5LLW6,,,|TAX-246200|
|RXN-16013|,acuH,|PWY-6049|;|PWY-6373|,,A3SKA6,,,|TAX-89187|
|RXN-16694|,eqxD,|PWY-7669|,,S4W780,,,|TAX-42747|
|RXN-8149|,CODM,|PWY-5270|,GQ500141,,,,|TAX-3469|
|RXN-6201|,AT5G58220,|PWY-5691|,,Q9LVM5,,,|ORG-5993|
|RXN-6201|,hpxQ,|PWY-7394|,EU653284,B6D1N6,,,|TAX-272620|
|RXN-13075|,Cphy_1019,,,A9KM56,|CCO-CYTOSOL|,|GO:0005829|,|TAX-357809|
|RXN-13796|,IpeOMT1,|PWY-7135|,,D3KY98,|CCO-CYTOSOL|,|GO:0005829|,|TAX-77880|
|RXN-13796|,CiOMT1,|PWY-7135|,,E7FL15,,,|TAX-77880|
|FATTY-ACYL-COA-SYNTHASE-RXN|,FAS1,|PWY3O-355|;|PWY-5966-1|;|PWY-5994|,X03977,P07149,,,|TAX-4932|
|FATTY-ACYL-COA-SYNTHASE-RXN|,FAS2,|PWY3O-355|;|PWY-5994|;|PWY-5966-1|,J03936,P19097,,,|TAX-4932|
|FATTY-ACYL-COA-SYNTHASE-RXN|,fas,|PWY-6113|;|PWY-5994|;|PWYG-321|,,P95029,,,|TAX-83332|
|RXN-13285|,TMT-2,|PWY-6105|,,H2E7T6,,,|TAX-869301|
|RXN-13285|,TMT-1,|PWY-6105|,,H2E7T5,,,|TAX-869301|
|RXN-19030|,lcp,|PWY-7925|,AY387589,Q3L8N0,,,|TAX-256642|
|RXN-19030|,roxB,|PWY-7925|,KY498024,A0A1S6Q8F9,,,|TAX-230757|
|RXN-11260|,At1G74540,|PWY-6442|,,Q9CA61,,,|ORG-5993|
|RXN-16171|,CYP85A2,|PWY-6544|;|PWY-699|,AB087801,Q940V4,,,|ORG-5993|
|RXN-16171|,CYP85A1,|PWY-699|,AB035868,Q9FMA5,,,|ORG-5993|
|RXN-18590|,ltnD,|PWY-7874|,,P44979,,,|TAX-71421|
|RXN0-5038|,cpdA,,,P0AEW4,|CCO-CYTOSOL|,|GO:0042545|;|GO:0046872|;|GO:0016787|;|GO:0000166|;|GO:0005829|;|GO:0008198|;|GO:0004115|,|TAX-511145|
|RXN-20755|,selU,|PWY-7892|,,P33667,|CCO-CYTOSOL|,|GO:0016765|;|GO:0016740|;|GO:0005829|;|GO:0070329|;|GO:0043828|;|GO:0002098|,|TAX-511145|
|3.2.1.14-RXN|,chiA,,,A3DC30,,,|TAX-203119|
|3.2.1.14-RXN|,Chit1,|PWY-6902|,GQ338257,Q06SN0,|CCO-EXTRACELLULAR|,|GO:0005576|,|TAX-150990|
|3.2.1.14-RXN|,CHIT1,|PWY-6902|,AB289807,A9ZMK1,,,|TAX-4376|
|3.2.1.14-RXN|,chiA,|PWY-6902|,AF097314,Q9ZFP7,|CCO-EXTRACELLULAR|,|GO:0005576|,|TAX-44104|
|3.2.1.14-RXN|,chiA,|PWY-6855|,,Q9UWR7,|CCO-EXTRACELLULAR|,|GO:0005576|,|TAX-69014|
|3.2.1.14-RXN|,chiC,|PWY-6902|;|PWY-7822|,AJ630582,,,,|TAX-615|;|TAX-615|
|3.2.1.14-RXN|,chiA,,,P13656,|CCO-EXTRACELLULAR|;|CCO-PERI-BAC|,|GO:0016798|;|GO:0016787|;|GO:0004568|;|GO:0004553|;|GO:0003824|;|GO:0030246|;|GO:0005576|;|GO:0008152|;|GO:0008061|;|GO:0005975|;|GO:0003796|;|GO:0000272|;|GO:0006032|;|GO:0030288|;|GO:0042597|;|GO:0008843|,|TAX-511145|
|CYSTEINE-DIOXYGENASE-RXN|,Cdo1,|CYSTEINE-DEG-PWY|;|PWY-5331|,,P21816,,,|TAX-10116|
|CYSTEINE-DIOXYGENASE-RXN|,CDO1,|PWY-5328|;|PWY-5331|,D85782,Q16878,,|GO:0017172|,|TAX-9606|
|RXN-9952|,gndA,|OXIDATIVEPENT-PWY|,,P80859,,,|TAX-1423|
|RXN-9952|,PGD,|OXIDATIVEPENT-PWY|,BC000368,P52209,,|GO:0009051|;|GO:0004616|,|TAX-9606|
|RXN-9952|,gnd,|OXIDATIVEPENT-PWY|,,P00350,|CCO-CYTOSOL|,|GO:0050661|;|GO:0009051|;|GO:0042802|;|GO:0055114|;|GO:0016491|;|GO:0019521|;|GO:0006098|;|GO:0046177|;|GO:0005829|;|GO:0042803|;|GO:0004616|,|TAX-511145|
|RXN-4210|,DWF5,|PWY-2541|,U49398,Q9LDU6,|CCO-ER|,|GO:0005783|,|ORG-5993|
|3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN|,PAP26,|PWY-8011|;|PWY-6348|,,,|CCO-EXTRACELLULAR|;|CCO-VACUOLE|,|GO:0005576|;|GO:0000323|,|ORG-5993|
|3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN|,phoA,|SALVADEHYPOX-PWY|;|NAD-BIOSYNTHESIS-II|;|PWY-7218|;|PWY-5484|;|PWY-7805|,,P00634,|CCO-PERI-BAC|,|GO:0006470|;|GO:0004721|;|GO:0055114|;|GO:0046872|;|GO:0016791|;|GO:0016787|;|GO:0003824|;|GO:0030613|;|GO:0005515|;|GO:0030288|;|GO:0033748|;|GO:0016311|;|GO:0042597|;|GO:0008270|;|GO:0000287|;|GO:0004035|,|TAX-511145|
|RXN-9628|,ACOT1,|PWY-5996|;|PWY-5972|,,Q86TX2,|CCO-CYTOSOL|;|CCO-CYTOPLASM|,|GO:0006631|;|GO:0102991|;|GO:0052689|;|GO:0047617|;|GO:0016790|;|GO:0016787|;|GO:0016290|;|GO:0006637|;|GO:0005829|;|GO:0005737|;|GO:0001676|;|GO:0000038|,|TAX-9606|
|RXN-9628|,ACOT7,|PWY-5996|;|PWY-8042|;|PWY-5972|,AL031848,O00154,|CCO-CYTOSOL|;|CCO-MIT|;|CCO-CYTOPLASM|;|CCO-NUC-LUM|,|GO:0016790|;|GO:0006637|;|GO:1900535|;|GO:0102991|;|GO:0052689|;|GO:0051792|;|GO:0047617|;|GO:0042803|;|GO:0036116|;|GO:0036114|;|GO:0036042|;|GO:0016787|;|GO:0016290|;|GO:0015937|;|GO:0005829|;|GO:0005739|;|GO:0005737|;|GO:0005654|;|GO:0005515|;|GO:0000062|;|GO:0006629|;|GO:0003824|,|TAX-9606|
|RXN-9628|,ACOT2,|PWY-5972|;|PWY-5996|,AK001939,P49753,|CCO-MIT|;|CCO-MIT-LUM|;|CCO-PEROXISOME|,|GO:0006631|;|GO:0005515|;|GO:0102991|;|GO:0052689|;|GO:0047617|;|GO:0016790|;|GO:0016787|;|GO:0016290|;|GO:0006637|;|GO:0005739|;|GO:0005102|;|GO:0001676|;|GO:0000038|;|GO:0005759|;|GO:0005777|,|TAX-9606|
|RXN-9628|,ACOT4,|PWY-5972|;|PWY-5996|,AK055797,Q8N9L9,|CCO-PEROXISOME|,|GO:0006631|;|GO:0102991|;|GO:0052689|;|GO:0047617|;|GO:0046459|;|GO:0043649|;|GO:0043648|;|GO:0032789|;|GO:0032788|;|GO:0016790|;|GO:0016787|;|GO:0016290|;|GO:0006637|;|GO:0006104|;|GO:0005102|;|GO:0004778|;|GO:0001676|;|GO:0000038|;|GO:0005777|,|TAX-9606|
|2.4.1.78-RXN|,yfdH,,,P77293,|CCO-PM-BAC-NEG|,|GO:0005515|;|GO:0016757|;|GO:0016740|;|GO:0016021|;|GO:0016020|;|GO:0005886|,|TAX-511145|
|CARBOXYMETHYLENEBUTENOLIDASE-RXN|,clcD,|PWY-6089|;|PWY-6084|;|PWY-6087|,M15201,P0A115,,,|TAX-65741|
|CARBOXYMETHYLENEBUTENOLIDASE-RXN|,tfdEI,|PWY-6087|;|PWY-6089|;|PWY-6084|,M35097,P27136,,,|TAX-264198|
|CARBOXYMETHYLENEBUTENOLIDASE-RXN|,tcbE,|PWY-6087|;|14DICHLORBENZDEG-PWY|;|PWY-6093|;|PWY-6094|;|PWY-6089|,M57629,P27100,,,|TAX-65067|
|CARBOXYMETHYLENEBUTENOLIDASE-RXN|,clcD2,|PWY-6193|,AJ439407,Q8G9L2,,,|ORG-6091|
|RXN-12773|,ravNMT,|PWY-7688|,FN565485,D1H0I7,,,|TAX-691266|
|RXN-10989|,vibF,|PWY-6374|,AF287255,,,,|TAX-666|;|TAX-666|
|RXN-12290|,celR,|PWY-6805|,,A3DCY5,,,|TAX-203119|
